Wavelength,DM + window
2.281,0.91520793
2.282,0.915210537
2.283,0.915217615
2.284,0.915228044
2.285,0.915240709
2.286,0.915254491
2.287,0.915268273
2.288,0.915280938
2.289,0.915291368
2.29,0.915298445
2.291,0.915301053
2.292,0.915301053
2.293,0.915301053
2.294,0.915301053
2.295,0.915301053
2.296,0.915301053
2.297,0.915301053
2.298,0.915301053
2.299,0.915301053
2.3,0.915301053
2.301,0.915301053
2.302,0.915301053
2.303,0.915301053
2.304,0.915301053
2.305,0.915301053
2.306,0.915301053
2.307,0.915301053
2.308,0.915301053
2.309,0.915301053
2.31,0.915301053
2.311,0.915301053
2.312,0.91530366
2.313,0.915310737
2.314,0.915321167
2.315,0.915333832
2.316,0.915347614
2.317,0.915361396
2.318,0.915374061
2.319,0.91538449
2.32,0.915391568
2.321,0.915394175
2.322,0.915394175
2.323,0.915394175
2.324,0.915394175
2.325,0.915394175
2.326,0.915394175
2.327,0.915394175
2.328,0.915394175
2.329,0.915394175
2.33,0.915394175
2.331,0.915394175
2.332,0.915394175
2.333,0.915394175
2.334,0.915394175
2.335,0.915394175
2.336,0.915394175
2.337,0.915394175
2.338,0.915394175
2.339,0.915394175
2.34,0.915394175
2.341,0.915394175
2.342,0.915396782
2.343,0.91540386
2.344,0.915414289
2.345,0.915426954
2.346,0.915440736
2.347,0.915454518
2.348,0.915467183
2.349,0.915477613
2.35,0.91548469
2.351,0.915487298
2.352,0.915487298
2.353,0.915487298
2.354,0.915487298
2.355,0.915487298
2.356,0.915487298
2.357,0.915487298
2.358,0.915487298
2.359,0.915487298
2.36,0.915487298
2.361,0.915487298
2.362,0.915489905
2.363,0.915496982
2.364,0.915507412
2.365,0.915520077
2.366,0.915533859
2.367,0.915547641
2.368,0.915560306
2.369,0.915570735
2.37,0.915577813
2.371,0.91558042
2.372,0.91558042
2.373,0.91558042
2.374,0.91558042
2.375,0.91558042
2.376,0.91558042
2.377,0.91558042
2.378,0.91558042
2.379,0.91558042
2.38,0.91558042
2.381,0.91558042
2.382,0.915583027
2.383,0.915590105
2.384,0.915600534
2.385,0.915613199
2.386,0.915626981
2.387,0.915640763
2.388,0.915653428
2.389,0.915663858
2.39,0.915670935
2.391,0.915673543
2.392,0.915673543
2.393,0.915673543
2.394,0.915673543
2.395,0.915673543
2.396,0.915673543
2.397,0.915673543
2.398,0.915673543
2.399,0.915673543
2.4,0.915673543
2.401,0.915673543
2.402,0.915673543
2.403,0.915673543
2.404,0.915673543
2.405,0.915673543
2.406,0.915673543
2.407,0.915673543
2.408,0.915673543
2.409,0.915673543
2.41,0.915673543
2.411,0.915673543
2.412,0.915673543
2.413,0.915673543
2.414,0.915673543
2.415,0.915673543
2.416,0.915673543
2.417,0.915673543
2.418,0.915673543
2.419,0.915673543
2.42,0.915673543
2.421,0.915673543
2.422,0.915673543
2.423,0.915673543
2.424,0.915673543
2.425,0.915673543
2.426,0.915673543
2.427,0.915673543
2.428,0.915673543
2.429,0.915673543
2.43,0.915673543
2.431,0.915673543
2.432,0.915673543
2.433,0.915673543
2.434,0.915673543
2.435,0.915673543
2.436,0.915673543
2.437,0.915673543
2.438,0.915673543
2.439,0.915673543
2.44,0.915673543
2.441,0.915673543
2.442,0.915673543
2.443,0.915673543
2.444,0.915673543
2.445,0.915673543
2.446,0.915673543
2.447,0.915673543
2.448,0.915673543
2.449,0.915673543
2.45,0.915673543
2.451,0.915673543
2.452,0.915673543
2.453,0.915673543
2.454,0.915673543
2.455,0.915673543
2.456,0.915673543
2.457,0.915673543
2.458,0.915673543
2.459,0.915673543
2.46,0.915673543
2.461,0.915673543
2.462,0.915673543
2.463,0.915673543
2.464,0.915673543
2.465,0.915673543
2.466,0.915673543
2.467,0.915673543
2.468,0.915673543
2.469,0.915673543
2.47,0.915673543
2.471,0.915673543
2.472,0.915673543
2.473,0.915673543
2.474,0.915673543
2.475,0.915673543
2.476,0.915673543
2.477,0.915673543
2.478,0.915673543
2.479,0.915673543
2.48,0.915673543
2.481,0.915673543
2.482,0.915673543
2.483,0.915673543
2.484,0.915673543
2.485,0.915673543
2.486,0.915673543
2.487,0.915673543
2.488,0.915673543
2.489,0.915673543
2.49,0.915673543
2.491,0.915673543
2.492,0.915673543
2.493,0.915673543
2.494,0.915673543
2.495,0.915673543
2.496,0.915673543
2.497,0.915673543
2.498,0.915673543
2.499,0.915673543
2.5,0.915673543
2.501,0.915673543
2.502,0.915673543
2.503,0.915673543
2.504,0.915673543
2.505,0.915673543
2.506,0.915673543
2.507,0.915673543
2.508,0.915673543
2.509,0.915673543
2.51,0.915673543
2.511,0.915673543
2.512,0.915673543
2.513,0.915673543
2.514,0.915673543
2.515,0.915673543
2.516,0.915673543
2.517,0.915673543
2.518,0.915673543
2.519,0.915673543
2.52,0.915673543
2.521,0.915673543
2.522,0.915673543
2.523,0.915673543
2.524,0.915673543
2.525,0.915673543
2.526,0.915673543
2.527,0.915673543
2.528,0.915673543
2.529,0.915673543
2.53,0.915673543
2.531,0.915673543
2.532,0.915673543
2.533,0.915673543
2.534,0.915673543
2.535,0.915673543
2.536,0.915673543
2.537,0.915673543
2.538,0.915673543
2.539,0.915673543
2.54,0.915673543
2.541,0.915673543
2.542,0.915673543
2.543,0.915673543
2.544,0.915673543
2.545,0.915673543
2.546,0.915673543
2.547,0.915673543
2.548,0.915673543
2.549,0.915673543
2.55,0.915673543
2.551,0.915673543
2.552,0.915673543
2.553,0.915673543
2.554,0.915673543
2.555,0.915673543
2.556,0.915673543
2.557,0.915673543
2.558,0.915673543
2.559,0.915673543
2.56,0.915673543
2.561,0.915673543
2.562,0.915673543
2.563,0.915673543
2.564,0.915673543
2.565,0.915673543
2.566,0.915673543
2.567,0.915673543
2.568,0.915673543
2.569,0.915673543
2.57,0.915673543
2.571,0.915673543
2.572,0.915673543
2.573,0.915673543
2.574,0.915673543
2.575,0.915673543
2.576,0.915673543
2.577,0.915673543
2.578,0.915673543
2.579,0.915673543
2.58,0.915673543
2.581,0.915673543
2.582,0.915673543
2.583,0.915673543
2.584,0.915673543
2.585,0.915673543
2.586,0.915673543
2.587,0.915673543
2.588,0.915673543
2.589,0.915673543
2.59,0.915673543
2.591,0.915673543
2.592,0.915673543
2.593,0.915673543
2.594,0.915673543
2.595,0.915673543
2.596,0.915673543
2.597,0.915673543
2.598,0.915673543
2.599,0.915673543
2.6,0.915673543
2.601,0.915673543
2.602,0.915673543
2.603,0.915673543
2.604,0.915673543
2.605,0.915673543
2.606,0.915673543
2.607,0.915673543
2.608,0.915673543
2.609,0.915673543
2.61,0.915673543
2.611,0.915673543
2.612,0.915673543
2.613,0.915673543
2.614,0.915673543
2.615,0.915673543
2.616,0.915673543
2.617,0.915673543
2.618,0.915673543
2.619,0.915673543
2.62,0.915673543
2.621,0.915673543
2.622,0.915673543
2.623,0.915673543
2.624,0.915673543
2.625,0.915673543
2.626,0.915673543
2.627,0.915673543
2.628,0.915673543
2.629,0.915673543
2.63,0.915673543
2.631,0.915673543
2.632,0.915673543
2.633,0.915673543
2.634,0.915673543
2.635,0.915673543
2.636,0.915673543
2.637,0.915673543
2.638,0.915673543
2.639,0.915673543
2.64,0.915673543
2.641,0.915673543
2.642,0.915673543
2.643,0.915673543
2.644,0.915673543
2.645,0.915673543
2.646,0.915673543
2.647,0.915673543
2.648,0.915673543
2.649,0.915673543
2.65,0.915673543
2.651,0.915673543
2.652,0.915673543
2.653,0.915673543
2.654,0.915673543
2.655,0.915673543
2.656,0.915673543
2.657,0.915673543
2.658,0.915673543
2.659,0.915673543
2.66,0.915673543
2.661,0.915673543
2.662,0.915673543
2.663,0.915673543
2.664,0.915673543
2.665,0.915673543
2.666,0.915673543
2.667,0.915673543
2.668,0.915673543
2.669,0.915673543
2.67,0.915673543
2.671,0.915673543
2.672,0.915673543
2.673,0.915673543
2.674,0.915673543
2.675,0.915673543
2.676,0.915673543
2.677,0.915673543
2.678,0.915673543
2.679,0.915673543
2.68,0.915673543
2.681,0.915673543
2.682,0.915673543
2.683,0.915673543
2.684,0.915673543
2.685,0.915673543
2.686,0.915673543
2.687,0.915673543
2.688,0.915673543
2.689,0.915673543
2.69,0.915673543
2.691,0.915673543
2.692,0.915673543
2.693,0.915673543
2.694,0.915673543
2.695,0.915673543
2.696,0.915673543
2.697,0.915673543
2.698,0.915673543
2.699,0.915673543
2.7,0.915673543
2.701,0.915673543
2.702,0.915673543
2.703,0.915673543
2.704,0.915673543
2.705,0.915673543
2.706,0.915673543
2.707,0.915673543
2.708,0.915673543
2.709,0.915673543
2.71,0.915673543
2.711,0.915673543
2.712,0.915673543
2.713,0.915673543
2.714,0.915673543
2.715,0.915673543
2.716,0.915673543
2.717,0.915673543
2.718,0.915673543
2.719,0.915673543
2.72,0.915673543
2.721,0.915673543
2.722,0.915673543
2.723,0.915673543
2.724,0.915673543
2.725,0.915673543
2.726,0.915673543
2.727,0.915673543
2.728,0.915673543
2.729,0.915673543
2.73,0.915673543
2.731,0.915673543
2.732,0.915673543
2.733,0.915673543
2.734,0.915673543
2.735,0.915673543
2.736,0.915673543
2.737,0.915673543
2.738,0.915673543
2.739,0.915673543
2.74,0.915673543
2.741,0.915673543
2.742,0.915673543
2.743,0.915673543
2.744,0.915673543
2.745,0.915673543
2.746,0.915673543
2.747,0.915673543
2.748,0.915673543
2.749,0.915673543
2.75,0.915673543
2.751,0.915673543
2.752,0.915673543
2.753,0.915673543
2.754,0.915673543
2.755,0.915673543
2.756,0.915673543
2.757,0.915673543
2.758,0.915673543
2.759,0.915673543
2.76,0.915673543
2.761,0.915673543
2.762,0.915673543
2.763,0.915673543
2.764,0.915673543
2.765,0.915673543
2.766,0.915673543
2.767,0.915673543
2.768,0.915673543
2.769,0.915673543
2.77,0.915673543
2.771,0.915673543
2.772,0.915673543
2.773,0.915673543
2.774,0.915673543
2.775,0.915673543
2.776,0.915673543
2.777,0.915673543
2.778,0.915673543
2.779,0.915673543
2.78,0.915673543
2.781,0.915673543
2.782,0.915673543
2.783,0.915673543
2.784,0.915673543
2.785,0.915673543
2.786,0.915673543
2.787,0.915673543
2.788,0.915673543
2.789,0.915673543
2.79,0.915673543
2.791,0.915673543
2.792,0.915673543
2.793,0.915673543
2.794,0.915673543
2.795,0.915673543
2.796,0.915673543
2.797,0.915673543
2.798,0.915673543
2.799,0.915673543
2.8,0.915673543
2.801,0.915673543
2.802,0.915673543
2.803,0.915673543
2.804,0.915673543
2.805,0.915673543
2.806,0.915673543
2.807,0.915673543
2.808,0.915673543
2.809,0.915673543
2.81,0.915673543
2.811,0.915673543
2.812,0.915673543
2.813,0.915673543
2.814,0.915673543
2.815,0.915673543
2.816,0.915673543
2.817,0.915673543
2.818,0.915673543
2.819,0.915673543
2.82,0.915673543
2.821,0.915673543
2.822,0.915673543
2.823,0.915673543
2.824,0.915673543
2.825,0.915673543
2.826,0.915673543
2.827,0.915673543
2.828,0.915673543
2.829,0.915673543
2.83,0.915673543
2.831,0.915673543
2.832,0.915673543
2.833,0.915673543
2.834,0.915673543
2.835,0.915673543
2.836,0.915673543
2.837,0.915673543
2.838,0.915673543
2.839,0.915673543
2.84,0.915673543
2.841,0.915673543
2.842,0.915673543
2.843,0.915673543
2.844,0.915673543
2.845,0.915673543
2.846,0.915673543
2.847,0.915673543
2.848,0.915673543
2.849,0.915673543
2.85,0.915673543
2.851,0.915673543
2.852,0.915673543
2.853,0.915673543
2.854,0.915673543
2.855,0.915673543
2.856,0.915673543
2.857,0.915673543
2.858,0.915673543
2.859,0.915673543
2.86,0.915673543
2.861,0.915673543
2.862,0.915673543
2.863,0.915673543
2.864,0.915673543
2.865,0.915673543
2.866,0.915673543
2.867,0.915673543
2.868,0.915673543
2.869,0.915673543
2.87,0.915673543
2.871,0.915673543
2.872,0.915673543
2.873,0.915673543
2.874,0.915673543
2.875,0.915673543
2.876,0.915673543
2.877,0.915673543
2.878,0.915673543
2.879,0.915673543
2.88,0.915673543
2.881,0.915673543
2.882,0.915673543
2.883,0.915673543
2.884,0.915673543
2.885,0.915673543
2.886,0.915673543
2.887,0.915673543
2.888,0.915673543
2.889,0.915673543
2.89,0.915673543
2.891,0.915673543
2.892,0.915673543
2.893,0.915673543
2.894,0.915673543
2.895,0.915673543
2.896,0.915673543
2.897,0.915673543
2.898,0.915673543
2.899,0.915673543
2.9,0.915673543
2.901,0.915673543
2.902,0.915673543
2.903,0.915673543
2.904,0.915673543
2.905,0.915673543
2.906,0.915673543
2.907,0.915673543
2.908,0.915673543
2.909,0.915673543
2.91,0.915673543
2.911,0.915673543
2.912,0.915673543
2.913,0.915673543
2.914,0.915673543
2.915,0.915673543
2.916,0.915673543
2.917,0.915673543
2.918,0.915673543
2.919,0.915673543
2.92,0.915673543
2.921,0.915673543
2.922,0.915673543
2.923,0.915673543
2.924,0.915673543
2.925,0.915673543
2.926,0.915673543
2.927,0.915673543
2.928,0.915673543
2.929,0.915673543
2.93,0.915673543
2.931,0.915673543
2.932,0.915673543
2.933,0.915673543
2.934,0.915673543
2.935,0.915673543
2.936,0.915673543
2.937,0.915673543
2.938,0.915673543
2.939,0.915673543
2.94,0.915673543
2.941,0.915673543
2.942,0.915673543
2.943,0.915673543
2.944,0.915673543
2.945,0.915673543
2.946,0.915673543
2.947,0.915673543
2.948,0.915673543
2.949,0.915673543
2.95,0.915673543
2.951,0.915673543
2.952,0.915673543
2.953,0.915673543
2.954,0.915673543
2.955,0.915673543
2.956,0.915673543
2.957,0.915673543
2.958,0.915673543
2.959,0.915673543
2.96,0.915673543
2.961,0.915673543
2.962,0.915673543
2.963,0.915673543
2.964,0.915673543
2.965,0.915673543
2.966,0.915673543
2.967,0.915673543
2.968,0.915673543
2.969,0.915673543
2.97,0.915673543
2.971,0.915673543
2.972,0.915673543
2.973,0.915673543
2.974,0.915673543
2.975,0.915673543
2.976,0.915673543
2.977,0.915673543
2.978,0.915673543
2.979,0.915673543
2.98,0.915673543
2.981,0.915673543
2.982,0.915673543
2.983,0.915673543
2.984,0.915673543
2.985,0.915673543
2.986,0.915673543
2.987,0.915673543
2.988,0.915673543
2.989,0.915673543
2.99,0.915673543
2.991,0.915673543
2.992,0.915673543
2.993,0.915673543
2.994,0.915673543
2.995,0.915673543
2.996,0.915673543
2.997,0.915673543
2.998,0.915673543
2.999,0.915673543
3,0.915673543
3.001,0.915673543
3.002,0.915673543
3.003,0.915673543
3.004,0.915673543
3.005,0.915673543
3.006,0.915673543
3.007,0.915673543
3.008,0.915673543
3.009,0.915673543
3.01,0.915673543
3.011,0.915673543
3.012,0.915673543
3.013,0.915673543
3.014,0.915673543
3.015,0.915673543
3.016,0.915673543
3.017,0.915673543
3.018,0.915673543
3.019,0.915673543
3.02,0.915673543
3.021,0.915673543
3.022,0.915673543
3.023,0.915673543
3.024,0.915673543
3.025,0.915673543
3.026,0.915673543
3.027,0.915673543
3.028,0.915673543
3.029,0.915673543
3.03,0.915673543
3.031,0.915673543
3.032,0.915673543
3.033,0.915673543
3.034,0.915673543
3.035,0.915673543
3.036,0.915673543
3.037,0.915673543
3.038,0.915673543
3.039,0.915673543
3.04,0.915673543
3.041,0.915673543
3.042,0.915673543
3.043,0.915673543
3.044,0.915673543
3.045,0.915673543
3.046,0.915673543
3.047,0.915673543
3.048,0.915673543
3.049,0.915673543
3.05,0.915673543
3.051,0.915673543
3.052,0.915673543
3.053,0.915673543
3.054,0.915673543
3.055,0.915673543
3.056,0.915673543
3.057,0.915673543
3.058,0.915673543
3.059,0.915673543
3.06,0.915673543
3.061,0.915673543
3.062,0.915673543
3.063,0.915673543
3.064,0.915673543
3.065,0.915673543
3.066,0.915673543
3.067,0.915673543
3.068,0.915673543
3.069,0.915673543
3.07,0.915673543
3.071,0.915673543
3.072,0.915673543
3.073,0.915673543
3.074,0.915673543
3.075,0.915673543
3.076,0.915673543
3.077,0.915673543
3.078,0.915673543
3.079,0.915673543
3.08,0.915673543
3.081,0.915673543
3.082,0.915673543
3.083,0.915673543
3.084,0.915673543
3.085,0.915673543
3.086,0.915673543
3.087,0.915673543
3.088,0.915673543
3.089,0.915673543
3.09,0.915673543
3.091,0.915673543
3.092,0.915673543
3.093,0.915673543
3.094,0.915673543
3.095,0.915673543
3.096,0.915673543
3.097,0.915673543
3.098,0.915673543
3.099,0.915673543
3.1,0.915673543
3.101,0.915673543
3.102,0.915673543
3.103,0.915673543
3.104,0.915673543
3.105,0.915673543
3.106,0.915673543
3.107,0.915673543
3.108,0.915673543
3.109,0.915673543
3.11,0.915673543
3.111,0.915673543
3.112,0.915673543
3.113,0.915673543
3.114,0.915673543
3.115,0.915673543
3.116,0.915673543
3.117,0.915673543
3.118,0.915673543
3.119,0.915673543
3.12,0.915673543
3.121,0.915673543
3.122,0.915673543
3.123,0.915673543
3.124,0.915673543
3.125,0.915673543
3.126,0.915673543
3.127,0.915673543
3.128,0.915673543
3.129,0.915673543
3.13,0.915673543
3.131,0.915673543
3.132,0.915673543
3.133,0.915673543
3.134,0.915673543
3.135,0.915673543
3.136,0.915673543
3.137,0.915673543
3.138,0.915673543
3.139,0.915673543
3.14,0.915673543
3.141,0.915673543
3.142,0.915673543
3.143,0.915673543
3.144,0.915673543
3.145,0.915673543
3.146,0.915673543
3.147,0.915673543
3.148,0.915673543
3.149,0.915673543
3.15,0.915673543
3.151,0.915673543
3.152,0.915673543
3.153,0.915673543
3.154,0.915673543
3.155,0.915673543
3.156,0.915673543
3.157,0.915673543
3.158,0.915673543
3.159,0.915673543
3.16,0.915673543
3.161,0.915673543
3.162,0.915673543
3.163,0.915673543
3.164,0.915673543
3.165,0.915673543
3.166,0.915673543
3.167,0.915673543
3.168,0.915673543
3.169,0.915673543
3.17,0.915673543
3.171,0.915673543
3.172,0.915673543
3.173,0.915673543
3.174,0.915673543
3.175,0.915673543
3.176,0.915673543
3.177,0.915673543
3.178,0.915673543
3.179,0.915673543
3.18,0.915673543
3.181,0.915673543
3.182,0.915673543
3.183,0.915673543
3.184,0.915673543
3.185,0.915673543
3.186,0.915673543
3.187,0.915673543
3.188,0.915673543
3.189,0.915673543
3.19,0.915673543
3.191,0.915673543
3.192,0.915673543
3.193,0.915673543
3.194,0.915673543
3.195,0.915673543
3.196,0.915673543
3.197,0.915673543
3.198,0.915673543
3.199,0.915673543
3.2,0.915673543
3.201,0.915673543
3.202,0.915673543
3.203,0.915673543
3.204,0.915673543
3.205,0.915673543
3.206,0.915673543
3.207,0.915673543
3.208,0.915673543
3.209,0.915673543
3.21,0.915673543
3.211,0.915673543
3.212,0.915673543
3.213,0.915673543
3.214,0.915673543
3.215,0.915673543
3.216,0.915673543
3.217,0.915673543
3.218,0.915673543
3.219,0.915673543
3.22,0.915673543
3.221,0.915673543
3.222,0.915673543
3.223,0.915673543
3.224,0.915673543
3.225,0.915673543
3.226,0.915673543
3.227,0.915673543
3.228,0.915673543
3.229,0.915673543
3.23,0.915673543
3.231,0.915673543
3.232,0.915673543
3.233,0.915673543
3.234,0.915673543
3.235,0.915673543
3.236,0.915673543
3.237,0.915673543
3.238,0.915673543
3.239,0.915673543
3.24,0.915673543
3.241,0.915673543
3.242,0.915673543
3.243,0.915673543
3.244,0.915673543
3.245,0.915673543
3.246,0.915673543
3.247,0.915673543
3.248,0.915673543
3.249,0.915673543
3.25,0.915673543
3.251,0.915673543
3.252,0.915673543
3.253,0.915673543
3.254,0.915673543
3.255,0.915673543
3.256,0.915673543
3.257,0.915673543
3.258,0.915673543
3.259,0.915673543
3.26,0.915673543
3.261,0.915673543
3.262,0.915673543
3.263,0.915673543
3.264,0.915673543
3.265,0.915673543
3.266,0.915673543
3.267,0.915673543
3.268,0.915673543
3.269,0.915673543
3.27,0.915673543
3.271,0.915673543
3.272,0.915673543
3.273,0.915673543
3.274,0.915673543
3.275,0.915673543
3.276,0.915673543
3.277,0.915673543
3.278,0.915673543
3.279,0.915673543
3.28,0.915673543
3.281,0.915673543
3.282,0.915673543
3.283,0.915673543
3.284,0.915673543
3.285,0.915673543
3.286,0.915673543
3.287,0.915673543
3.288,0.915673543
3.289,0.915673543
3.29,0.915673543
3.291,0.915673543
3.292,0.915673543
3.293,0.915673543
3.294,0.915673543
3.295,0.915673543
3.296,0.915673543
3.297,0.915673543
3.298,0.915673543
3.299,0.915673543
3.3,0.915673543
3.301,0.915673543
3.302,0.915673543
3.303,0.915673543
3.304,0.915673543
3.305,0.915673543
3.306,0.915673543
3.307,0.915673543
3.308,0.915673543
3.309,0.915673543
3.31,0.915673543
3.311,0.915673543
3.312,0.915673543
3.313,0.915673543
3.314,0.915673543
3.315,0.915673543
3.316,0.915673543
3.317,0.915673543
3.318,0.915673543
3.319,0.915673543
3.32,0.915673543
3.321,0.915673543
3.322,0.915673543
3.323,0.915673543
3.324,0.915673543
3.325,0.915673543
3.326,0.915673543
3.327,0.915673543
3.328,0.915673543
3.329,0.915673543
3.33,0.915673543
3.331,0.915673543
3.332,0.915673543
3.333,0.915673543
3.334,0.915673543
3.335,0.915673543
3.336,0.915673543
3.337,0.915673543
3.338,0.915673543
3.339,0.915673543
3.34,0.915673543
3.341,0.915673543
3.342,0.915673543
3.343,0.915673543
3.344,0.915673543
3.345,0.915673543
3.346,0.915673543
3.347,0.915673543
3.348,0.915673543
3.349,0.915673543
3.35,0.915673543
3.351,0.915673543
3.352,0.915673543
3.353,0.915673543
3.354,0.915673543
3.355,0.915673543
3.356,0.915673543
3.357,0.915673543
3.358,0.915673543
3.359,0.915673543
3.36,0.915673543
3.361,0.915673543
3.362,0.915673543
3.363,0.915673543
3.364,0.915673543
3.365,0.915673543
3.366,0.915673543
3.367,0.915673543
3.368,0.915673543
3.369,0.915673543
3.37,0.915673543
3.371,0.915673543
3.372,0.915673543
3.373,0.915673543
3.374,0.915673543
3.375,0.915673543
3.376,0.915673543
3.377,0.915673543
3.378,0.915673543
3.379,0.915673543
3.38,0.915673543
3.381,0.915673543
3.382,0.915673543
3.383,0.915673543
3.384,0.915673543
3.385,0.915673543
3.386,0.915673543
3.387,0.915673543
3.388,0.915673543
3.389,0.915673543
3.39,0.915673543
3.391,0.915673543
3.392,0.915673543
3.393,0.915673543
3.394,0.915673543
3.395,0.915673543
3.396,0.915673543
3.397,0.915673543
3.398,0.915673543
3.399,0.915673543
3.4,0.915673543
3.401,0.915673543
3.402,0.915673543
3.403,0.915673543
3.404,0.915673543
3.405,0.915673543
3.406,0.915673543
3.407,0.915673543
3.408,0.915673543
3.409,0.915673543
3.41,0.915673543
3.411,0.915673543
3.412,0.915673543
3.413,0.915673543
3.414,0.915673543
3.415,0.915673543
3.416,0.915673543
3.417,0.915673543
3.418,0.915673543
3.419,0.915673543
3.42,0.915673543
3.421,0.915673543
3.422,0.915673543
3.423,0.915673543
3.424,0.915673543
3.425,0.915673543
3.426,0.915673543
3.427,0.915673543
3.428,0.915673543
3.429,0.915673543
3.43,0.915673543
3.431,0.915673543
3.432,0.915673543
3.433,0.915673543
3.434,0.915673543
3.435,0.915673543
3.436,0.915673543
3.437,0.915673543
3.438,0.915673543
3.439,0.915673543
3.44,0.915673543
3.441,0.915673543
3.442,0.915673543
3.443,0.915673543
3.444,0.915673543
3.445,0.915673543
3.446,0.915673543
3.447,0.915673543
3.448,0.915673543
3.449,0.915673543
3.45,0.915673543
3.451,0.915673543
3.452,0.915673543
3.453,0.915673543
3.454,0.915673543
3.455,0.915673543
3.456,0.915673543
3.457,0.915673543
3.458,0.915673543
3.459,0.915673543
3.46,0.915673543
3.461,0.915673543
3.462,0.915673543
3.463,0.915673543
3.464,0.915673543
3.465,0.915673543
3.466,0.915673543
3.467,0.915673543
3.468,0.915673543
3.469,0.915673543
3.47,0.915673543
3.471,0.915673543
3.472,0.915673543
3.473,0.915673543
3.474,0.915673543
3.475,0.915673543
3.476,0.915673543
3.477,0.915673543
3.478,0.915673543
3.479,0.915673543
3.48,0.915673543
3.481,0.915673543
3.482,0.915673543
3.483,0.915673543
3.484,0.915673543
3.485,0.915673543
3.486,0.915673543
3.487,0.915673543
3.488,0.915673543
3.489,0.915673543
3.49,0.915673543
3.491,0.915673543
3.492,0.915673543
3.493,0.915673543
3.494,0.915673543
3.495,0.915673543
3.496,0.915673543
3.497,0.915673543
3.498,0.915673543
3.499,0.915673543
3.5,0.915673543
3.501,0.915673543
3.502,0.915673543
3.503,0.915673543
3.504,0.915673543
3.505,0.915673543
3.506,0.915673543
3.507,0.915673543
3.508,0.915673543
3.509,0.915673543
3.51,0.915673543
3.511,0.915673543
3.512,0.915673543
3.513,0.915673543
3.514,0.915673543
3.515,0.915673543
3.516,0.915673543
3.517,0.915673543
3.518,0.915673543
3.519,0.915673543
3.52,0.915673543
3.521,0.915673543
3.522,0.915673543
3.523,0.915673543
3.524,0.915673543
3.525,0.915673543
3.526,0.915673543
3.527,0.915673543
3.528,0.915673543
3.529,0.915673543
3.53,0.915673543
3.531,0.915673543
3.532,0.915673543
3.533,0.915673543
3.534,0.915673543
3.535,0.915673543
3.536,0.915673543
3.537,0.915673543
3.538,0.915673543
3.539,0.915673543
3.54,0.915673543
3.541,0.915673543
3.542,0.915673543
3.543,0.915673543
3.544,0.915673543
3.545,0.915673543
3.546,0.915673543
3.547,0.915673543
3.548,0.915673543
3.549,0.915673543
3.55,0.915673543
3.551,0.915673543
3.552,0.915673543
3.553,0.915673543
3.554,0.915673543
3.555,0.915673543
3.556,0.915673543
3.557,0.915673543
3.558,0.915673543
3.559,0.915673543
3.56,0.915673543
3.561,0.915673543
3.562,0.915673543
3.563,0.915673543
3.564,0.915673543
3.565,0.915673543
3.566,0.915673543
3.567,0.915673543
3.568,0.915673543
3.569,0.915673543
3.57,0.915673543
3.571,0.915673543
3.572,0.915673543
3.573,0.915673543
3.574,0.915673543
3.575,0.915673543
3.576,0.915673543
3.577,0.915673543
3.578,0.915673543
3.579,0.915673543
3.58,0.915673543
3.581,0.915673543
3.582,0.915673543
3.583,0.915673543
3.584,0.915673543
3.585,0.915673543
3.586,0.915673543
3.587,0.915673543
3.588,0.915673543
3.589,0.915673543
3.59,0.915673543
3.591,0.915673543
3.592,0.915673543
3.593,0.915673543
3.594,0.915673543
3.595,0.915673543
3.596,0.915673543
3.597,0.915673543
3.598,0.915673543
3.599,0.915673543
3.6,0.915673543
3.601,0.915673543
3.602,0.915673543
3.603,0.915673543
3.604,0.915673543
3.605,0.915673543
3.606,0.915673543
3.607,0.915673543
3.608,0.915673543
3.609,0.915673543
3.61,0.915673543
3.611,0.915673543
3.612,0.915673543
3.613,0.915673543
3.614,0.915673543
3.615,0.915673543
3.616,0.915673543
3.617,0.915673543
3.618,0.915673543
3.619,0.915673543
3.62,0.915673543
3.621,0.915673543
3.622,0.915673543
3.623,0.915673543
3.624,0.915673543
3.625,0.915673543
3.626,0.915673543
3.627,0.915673543
3.628,0.915673543
3.629,0.915673543
3.63,0.915673543
3.631,0.915673543
3.632,0.915673543
3.633,0.915673543
3.634,0.915673543
3.635,0.915673543
3.636,0.915673543
3.637,0.915673543
3.638,0.915673543
3.639,0.915673543
3.64,0.915673543
3.641,0.915673543
3.642,0.915673543
3.643,0.915673543
3.644,0.915673543
3.645,0.915673543
3.646,0.915673543
3.647,0.915673543
3.648,0.915673543
3.649,0.915673543
3.65,0.915673543
3.651,0.915673543
3.652,0.915673543
3.653,0.915673543
3.654,0.915673543
3.655,0.915673543
3.656,0.915673543
3.657,0.915673543
3.658,0.915673543
3.659,0.915673543
3.66,0.915673543
3.661,0.915673543
3.662,0.915673543
3.663,0.915673543
3.664,0.915673543
3.665,0.915673543
3.666,0.915673543
3.667,0.915673543
3.668,0.915673543
3.669,0.915673543
3.67,0.915673543
3.671,0.915673543
3.672,0.915673543
3.673,0.915673543
3.674,0.915673543
3.675,0.915673543
3.676,0.915673543
3.677,0.915673543
3.678,0.915673543
3.679,0.915673543
