Wavelength,Fiber prop
2.288,0.829619264
2.289,0.829474931
2.29,0.829330597
2.291,0.829182722
2.292,0.829029337
2.293,0.828872804
2.294,0.828715484
2.295,0.828559739
2.296,0.828407928
2.297,0.828262414
2.298,0.828125557
2.299,0.827999719
2.3,0.82788726
2.301,0.827785284
2.302,0.827688985
2.303,0.827597857
2.304,0.827511395
2.305,0.827429095
2.306,0.827350451
2.307,0.82727496
2.308,0.827202116
2.309,0.827131414
2.31,0.827062349
2.311,0.82699583
2.312,0.826932701
2.313,0.826872365
2.314,0.826814223
2.315,0.826757677
2.316,0.826702128
2.317,0.826646978
2.318,0.826591628
2.319,0.826535481
2.32,0.826477937
2.321,0.826421133
2.322,0.826366875
2.323,0.826314072
2.324,0.826261633
2.325,0.826208466
2.326,0.826153481
2.327,0.826095585
2.328,0.826033688
2.329,0.825966698
2.33,0.825893525
2.331,0.825813456
2.332,0.825726498
2.333,0.825632635
2.334,0.825531853
2.335,0.825424136
2.336,0.825309468
2.337,0.825187835
2.338,0.825059222
2.339,0.824923612
2.34,0.824780992
2.341,0.824622182
2.342,0.824440684
2.343,0.8242405
2.344,0.824025636
2.345,0.823800094
2.346,0.823567879
2.347,0.823332995
2.348,0.823099446
2.349,0.822871235
2.35,0.822652367
2.351,0.822438863
2.352,0.82222436
2.353,0.822009288
2.354,0.821794072
2.355,0.821579142
2.356,0.821364925
2.357,0.821151849
2.358,0.820940341
2.359,0.820730829
2.36,0.820523742
2.361,0.820315596
2.362,0.820103992
2.363,0.819890985
2.364,0.819678626
2.365,0.81946897
2.366,0.819264069
2.367,0.819065978
2.368,0.818876749
2.369,0.818698435
2.37,0.818533091
2.371,0.818380037
2.372,0.818236147
2.373,0.818099805
2.374,0.817969392
2.375,0.817843292
2.376,0.817719888
2.377,0.817597562
2.378,0.817474696
2.379,0.817349674
2.38,0.817220879
2.381,0.817089658
2.382,0.816958437
2.383,0.816827215
2.384,0.816695994
2.385,0.816564773
2.386,0.816433552
2.387,0.816302331
2.388,0.816171109
2.389,0.816039888
2.39,0.815908667
2.391,0.815777446
2.392,0.815646225
2.393,0.815515003
2.394,0.815383782
2.395,0.815252561
2.396,0.81512134
2.397,0.814990119
2.398,0.814858897
2.399,0.814727676
2.4,0.814596455
2.401,0.814465234
2.402,0.814334013
2.403,0.814202791
2.404,0.81407157
2.405,0.813940349
2.406,0.813809128
2.407,0.813677907
2.408,0.813546685
2.409,0.813415464
2.41,0.813284243
2.411,0.813153022
2.412,0.813021801
2.413,0.812890579
2.414,0.812759358
2.415,0.812628137
2.416,0.812496916
2.417,0.812365695
2.418,0.812234473
2.419,0.812103252
2.42,0.811972031
2.421,0.81184081
2.422,0.811709589
2.423,0.811578367
2.424,0.811447146
2.425,0.811315925
2.426,0.811184704
2.427,0.811053483
2.428,0.810922261
2.429,0.81079104
2.43,0.810659819
2.431,0.810528598
2.432,0.810397377
2.433,0.810266155
2.434,0.810134934
2.435,0.810003713
2.436,0.809872492
2.437,0.809741271
2.438,0.809610049
2.439,0.809478828
2.44,0.809347607
2.441,0.809216386
2.442,0.809085165
2.443,0.808953943
2.444,0.808822722
2.445,0.808691501
2.446,0.80856028
2.447,0.808429059
2.448,0.808297837
2.449,0.808166616
2.45,0.808035395
2.451,0.807904174
2.452,0.807772953
2.453,0.807641731
2.454,0.80751051
2.455,0.807379289
2.456,0.807248068
2.457,0.807116847
2.458,0.806985625
2.459,0.806854404
2.46,0.806723183
