Wavelength,NFIRAOSS
2.296,0.85270946
2.297,0.85270946
2.298,0.85270946
2.299,0.85270946
2.3,0.85270946
2.301,0.85135031
2.302,0.85135031
2.303,0.85135031
2.304,0.85135031
2.305,0.85135031
2.306,0.85046312
2.307,0.85046312
2.308,0.85046312
2.309,0.85046312
2.31,0.85046312
2.311,0.84877322
2.312,0.84877322
2.313,0.84877322
2.314,0.84877322
2.315,0.84877322
2.316,0.8470719
2.317,0.8470719
2.318,0.8470719
2.319,0.8470719
2.32,0.8470719
2.321,0.84583606
2.322,0.84583606
2.323,0.84583606
2.324,0.84583606
2.325,0.84583606
2.326,0.84379324
2.327,0.84379324
2.328,0.84379324
2.329,0.84379324
2.33,0.84379324
2.331,0.84137693
2.332,0.84137693
2.333,0.84137693
2.334,0.84137693
2.335,0.84137693
2.336,0.84006421
2.337,0.84006421
2.338,0.84006421
2.339,0.84006421
2.34,0.84006421
2.341,0.8379136
2.342,0.8379136
2.343,0.8379136
2.344,0.8379136
2.345,0.8379136
2.346,0.83513077
2.347,0.83513077
2.348,0.83513077
2.349,0.83513077
2.35,0.83513077
2.351,0.83185474
2.352,0.83185474
2.353,0.83185474
2.354,0.83185474
2.355,0.83185474
2.356,0.82990171
2.357,0.82990171
2.358,0.82990171
2.359,0.82990171
2.36,0.82990171
2.361,0.82622877
2.362,0.82622877
2.363,0.82622877
2.364,0.82622877
2.365,0.82622877
2.366,0.82311333
2.367,0.82311333
2.368,0.82311333
2.369,0.82311333
2.37,0.82311333
2.371,0.82084189
2.372,0.82084189
2.373,0.82084189
2.374,0.82084189
2.375,0.82084189
2.376,0.81770394
2.377,0.81770394
2.378,0.81770394
2.379,0.81770394
2.38,0.81770394
2.381,0.81496149
2.382,0.81496149
2.383,0.81496149
2.384,0.81496149
2.385,0.81496149
2.386,0.81240666
2.387,0.81240666
2.388,0.81240666
2.389,0.81240666
2.39,0.81240666
2.391,0.81016278
2.392,0.81016278
2.393,0.81016278
2.394,0.81016278
2.395,0.81016278
2.396,0.8068237
2.397,0.8068237
2.398,0.8068237
2.399,0.8068237
2.4,0.8068237
2.401,0.80414337
2.402,0.80414337
2.403,0.80414337
2.404,0.80414337
2.405,0.80414337
2.406,0.80178441
2.407,0.80178441
2.408,0.80178441
2.409,0.80178441
2.41,0.80178441
2.411,0.79834584
2.412,0.79834584
2.413,0.79834584
2.414,0.79834584
2.415,0.79834584
2.416,0.79513254
2.417,0.79513254
2.418,0.79513254
2.419,0.79513254
2.42,0.79513254
2.421,0.79258108
2.422,0.79258108
2.423,0.79258108
2.424,0.79258108
2.425,0.79258108
2.426,0.78976885
2.427,0.78976885
2.428,0.78976885
2.429,0.78976885
2.43,0.78976885
2.431,0.78649804
2.432,0.78649804
2.433,0.78649804
2.434,0.78649804
2.435,0.78649804
2.436,0.78368082
2.437,0.78368082
2.438,0.78368082
2.439,0.78368082
2.44,0.78368082
2.441,0.78035879
2.442,0.78035879
2.443,0.78035879
2.444,0.78035879
2.445,0.78035879
2.446,0.77693917
2.447,0.77693917
2.448,0.77693917
2.449,0.77693917
2.45,0.77693917
2.451,0.77347472
2.452,0.77347472
2.453,0.77347472
2.454,0.77347472
2.455,0.77347472
2.456,0.76935937
2.457,0.76935937
2.458,0.76935937
2.459,0.76935937
2.46,0.76935937
2.461,0.76495965
2.462,0.76495965
2.463,0.76495965
2.464,0.76495965
2.465,0.76495965
2.466,0.76062469
2.467,0.76062469
2.468,0.76062469
2.469,0.76062469
2.47,0.76062469
2.471,0.75545357
2.472,0.75545357
2.473,0.75545357
2.474,0.75545357
2.475,0.75545357
2.476,0.74990578
2.477,0.74990578
2.478,0.74990578
2.479,0.74990578
2.48,0.74990578
2.481,0.74374519
2.482,0.74374519
2.483,0.74374519
2.484,0.74374519
2.485,0.74374519
2.486,0.73755926
2.487,0.73755926
2.488,0.73755926
2.489,0.73755926
2.49,0.73755926
2.491,0.730163
2.492,0.730163
2.493,0.730163
2.494,0.730163
2.495,0.730163
2.496,0.730163
2.497,0.730163
2.498,0.730163
2.499,0.730163
2.5,0.730163
2.501,0.730163
2.502,0.730163
2.503,0.730163
2.504,0.730163
2.505,0.730163
2.506,0.730163
2.507,0.730163
2.508,0.730163
2.509,0.730163
2.51,0.730163
2.511,0.730163
2.512,0.730163
2.513,0.730163
2.514,0.730163
2.515,0.730163
2.516,0.730163
2.517,0.730163
2.518,0.730163
2.519,0.730163
2.52,0.730163
2.521,0.730163
2.522,0.730163
2.523,0.730163
2.524,0.730163
2.525,0.730163
2.526,0.730163
2.527,0.730163
2.528,0.730163
2.529,0.730163
2.53,0.730163
2.531,0.730163
2.532,0.730163
2.533,0.730163
2.534,0.730163
2.535,0.730163
2.536,0.730163
2.537,0.730163
2.538,0.730163
2.539,0.730163
2.54,0.730163
2.541,0.730163
2.542,0.730163
2.543,0.730163
2.544,0.730163
2.545,0.730163
2.546,0.730163
2.547,0.730163
2.548,0.730163
2.549,0.730163
2.55,0.730163
2.551,0.730163
2.552,0.730163
2.553,0.730163
2.554,0.730163
2.555,0.730163
2.556,0.730163
2.557,0.730163
2.558,0.730163
2.559,0.730163
2.56,0.730163
2.561,0.730163
2.562,0.730163
2.563,0.730163
2.564,0.730163
2.565,0.730163
2.566,0.730163
2.567,0.730163
2.568,0.730163
2.569,0.730163
2.57,0.730163
2.571,0.730163
2.572,0.730163
2.573,0.730163
2.574,0.730163
2.575,0.730163
2.576,0.730163
2.577,0.730163
2.578,0.730163
2.579,0.730163
2.58,0.730163
2.581,0.730163
2.582,0.730163
2.583,0.730163
2.584,0.730163
2.585,0.730163
2.586,0.730163
2.587,0.730163
2.588,0.730163
2.589,0.730163
2.59,0.730163
2.591,0.730163
2.592,0.730163
2.593,0.730163
2.594,0.730163
2.595,0.730163
2.596,0.730163
2.597,0.730163
2.598,0.730163
2.599,0.730163
2.6,0.730163
2.601,0.730163
2.602,0.730163
2.603,0.730163
2.604,0.730163
2.605,0.730163
2.606,0.730163
2.607,0.730163
2.608,0.730163
2.609,0.730163
2.61,0.730163
2.611,0.730163
2.612,0.730163
2.613,0.730163
2.614,0.730163
2.615,0.730163
2.616,0.730163
2.617,0.730163
2.618,0.730163
2.619,0.730163
2.62,0.730163
2.621,0.730163
2.622,0.730163
2.623,0.730163
2.624,0.730163
2.625,0.730163
2.626,0.730163
2.627,0.730163
2.628,0.730163
2.629,0.730163
2.63,0.730163
2.631,0.730163
2.632,0.730163
2.633,0.730163
2.634,0.730163
2.635,0.730163
2.636,0.730163
2.637,0.730163
2.638,0.730163
2.639,0.730163
2.64,0.730163
2.641,0.730163
2.642,0.730163
2.643,0.730163
2.644,0.730163
2.645,0.730163
2.646,0.730163
2.647,0.730163
2.648,0.730163
2.649,0.730163
2.65,0.730163
2.651,0.730163
2.652,0.730163
2.653,0.730163
2.654,0.730163
2.655,0.730163
2.656,0.730163
2.657,0.730163
2.658,0.730163
2.659,0.730163
2.66,0.730163
2.661,0.730163
2.662,0.730163
2.663,0.730163
2.664,0.730163
2.665,0.730163
2.666,0.730163
2.667,0.730163
2.668,0.730163
2.669,0.730163
2.67,0.730163
2.671,0.730163
2.672,0.730163
2.673,0.730163
2.674,0.730163
2.675,0.730163
2.676,0.730163
2.677,0.730163
2.678,0.730163
2.679,0.730163
2.68,0.730163
2.681,0.730163
2.682,0.730163
2.683,0.730163
2.684,0.730163
2.685,0.730163
2.686,0.730163
2.687,0.730163
2.688,0.730163
2.689,0.730163
2.69,0.730163
2.691,0.730163
2.692,0.730163
2.693,0.730163
2.694,0.730163
2.695,0.730163
2.696,0.730163
2.697,0.730163
2.698,0.730163
2.699,0.730163
2.7,0.730163
2.701,0.730163
2.702,0.730163
2.703,0.730163
2.704,0.730163
2.705,0.730163
2.706,0.730163
2.707,0.730163
2.708,0.730163
2.709,0.730163
2.71,0.730163
2.711,0.730163
2.712,0.730163
2.713,0.730163
2.714,0.730163
2.715,0.730163
2.716,0.730163
2.717,0.730163
2.718,0.730163
2.719,0.730163
2.72,0.730163
2.721,0.730163
2.722,0.730163
2.723,0.730163
2.724,0.730163
2.725,0.730163
2.726,0.730163
2.727,0.730163
2.728,0.730163
2.729,0.730163
2.73,0.730163
2.731,0.730163
2.732,0.730163
2.733,0.730163
2.734,0.730163
2.735,0.730163
2.736,0.730163
2.737,0.730163
2.738,0.730163
2.739,0.730163
2.74,0.730163
2.741,0.730163
2.742,0.730163
2.743,0.730163
2.744,0.730163
2.745,0.730163
2.746,0.730163
2.747,0.730163
2.748,0.730163
2.749,0.730163
2.75,0.730163
2.751,0.730163
2.752,0.730163
2.753,0.730163
2.754,0.730163
2.755,0.730163
2.756,0.730163
2.757,0.730163
2.758,0.730163
2.759,0.730163
2.76,0.730163
2.761,0.730163
2.762,0.730163
2.763,0.730163
2.764,0.730163
2.765,0.730163
2.766,0.730163
2.767,0.730163
2.768,0.730163
2.769,0.730163
2.77,0.730163
2.771,0.730163
2.772,0.730163
2.773,0.730163
2.774,0.730163
2.775,0.730163
2.776,0.730163
2.777,0.730163
2.778,0.730163
2.779,0.730163
2.78,0.730163
2.781,0.730163
2.782,0.730163
2.783,0.730163
2.784,0.730163
2.785,0.730163
2.786,0.730163
2.787,0.730163
2.788,0.730163
2.789,0.730163
2.79,0.730163
2.791,0.730163
2.792,0.730163
2.793,0.730163
2.794,0.730163
2.795,0.730163
2.796,0.730163
2.797,0.730163
2.798,0.730163
2.799,0.730163
2.8,0.730163
2.801,0.730163
2.802,0.730163
2.803,0.730163
2.804,0.730163
2.805,0.730163
2.806,0.730163
2.807,0.730163
2.808,0.730163
2.809,0.730163
2.81,0.730163
2.811,0.730163
2.812,0.730163
2.813,0.730163
2.814,0.730163
2.815,0.730163
2.816,0.730163
2.817,0.730163
2.818,0.730163
2.819,0.730163
2.82,0.730163
2.821,0.730163
2.822,0.730163
2.823,0.730163
2.824,0.730163
2.825,0.730163
2.826,0.730163
2.827,0.730163
2.828,0.730163
2.829,0.730163
2.83,0.730163
2.831,0.730163
2.832,0.730163
2.833,0.730163
2.834,0.730163
2.835,0.730163
2.836,0.730163
2.837,0.730163
2.838,0.730163
2.839,0.730163
2.84,0.730163
2.841,0.730163
2.842,0.730163
2.843,0.730163
2.844,0.730163
2.845,0.730163
2.846,0.730163
2.847,0.730163
2.848,0.730163
2.849,0.730163
2.85,0.730163
2.851,0.730163
2.852,0.730163
2.853,0.730163
2.854,0.730163
2.855,0.730163
2.856,0.730163
2.857,0.730163
2.858,0.730163
2.859,0.730163
2.86,0.730163
2.861,0.730163
2.862,0.730163
2.863,0.730163
2.864,0.730163
2.865,0.730163
2.866,0.730163
2.867,0.730163
2.868,0.730163
2.869,0.730163
2.87,0.730163
2.871,0.730163
2.872,0.730163
2.873,0.730163
2.874,0.730163
2.875,0.730163
2.876,0.730163
2.877,0.730163
2.878,0.730163
2.879,0.730163
2.88,0.730163
2.881,0.730163
2.882,0.730163
2.883,0.730163
2.884,0.730163
2.885,0.730163
2.886,0.730163
2.887,0.730163
2.888,0.730163
2.889,0.730163
2.89,0.730163
2.891,0.730163
2.892,0.730163
2.893,0.730163
2.894,0.730163
2.895,0.730163
2.896,0.730163
2.897,0.730163
2.898,0.730163
2.899,0.730163
2.9,0.730163
2.901,0.730163
2.902,0.730163
2.903,0.730163
2.904,0.730163
2.905,0.730163
2.906,0.730163
2.907,0.730163
2.908,0.730163
2.909,0.730163
2.91,0.730163
2.911,0.730163
2.912,0.730163
2.913,0.730163
2.914,0.730163
2.915,0.730163
2.916,0.730163
2.917,0.730163
2.918,0.730163
2.919,0.730163
2.92,0.730163
2.921,0.730163
2.922,0.730163
2.923,0.730163
2.924,0.730163
2.925,0.730163
2.926,0.730163
2.927,0.730163
2.928,0.730163
2.929,0.730163
2.93,0.730163
2.931,0.730163
2.932,0.730163
2.933,0.730163
2.934,0.730163
2.935,0.730163
2.936,0.730163
2.937,0.730163
2.938,0.730163
2.939,0.730163
2.94,0.730163
2.941,0.730163
2.942,0.730163
2.943,0.730163
2.944,0.730163
2.945,0.730163
2.946,0.730163
2.947,0.730163
2.948,0.730163
2.949,0.730163
2.95,0.730163
2.951,0.730163
2.952,0.730163
2.953,0.730163
2.954,0.730163
2.955,0.730163
2.956,0.730163
2.957,0.730163
2.958,0.730163
2.959,0.730163
2.96,0.730163
2.961,0.730163
2.962,0.730163
2.963,0.730163
2.964,0.730163
2.965,0.730163
2.966,0.730163
2.967,0.730163
2.968,0.730163
2.969,0.730163
2.97,0.730163
2.971,0.730163
2.972,0.730163
2.973,0.730163
2.974,0.730163
2.975,0.730163
2.976,0.730163
2.977,0.730163
2.978,0.730163
2.979,0.730163
2.98,0.730163
2.981,0.730163
2.982,0.730163
2.983,0.730163
2.984,0.730163
2.985,0.730163
2.986,0.730163
2.987,0.730163
2.988,0.730163
2.989,0.730163
2.99,0.730163
2.991,0.730163
2.992,0.730163
2.993,0.730163
2.994,0.730163
2.995,0.730163
2.996,0.730163
2.997,0.730163
2.998,0.730163
2.999,0.730163
3,0.730163
3.001,0.730163
3.002,0.730163
3.003,0.730163
3.004,0.730163
3.005,0.730163
3.006,0.730163
3.007,0.730163
3.008,0.730163
3.009,0.730163
3.01,0.730163
3.011,0.730163
3.012,0.730163
3.013,0.730163
3.014,0.730163
3.015,0.730163
3.016,0.730163
3.017,0.730163
3.018,0.730163
3.019,0.730163
3.02,0.730163
3.021,0.730163
3.022,0.730163
3.023,0.730163
3.024,0.730163
3.025,0.730163
3.026,0.730163
3.027,0.730163
3.028,0.730163
3.029,0.730163
3.03,0.730163
3.031,0.730163
3.032,0.730163
3.033,0.730163
3.034,0.730163
3.035,0.730163
3.036,0.730163
3.037,0.730163
3.038,0.730163
3.039,0.730163
3.04,0.730163
3.041,0.730163
3.042,0.730163
3.043,0.730163
3.044,0.730163
3.045,0.730163
3.046,0.730163
3.047,0.730163
3.048,0.730163
3.049,0.730163
3.05,0.730163
3.051,0.730163
3.052,0.730163
3.053,0.730163
3.054,0.730163
3.055,0.730163
3.056,0.730163
3.057,0.730163
3.058,0.730163
3.059,0.730163
3.06,0.730163
3.061,0.730163
3.062,0.730163
3.063,0.730163
3.064,0.730163
3.065,0.730163
3.066,0.730163
3.067,0.730163
3.068,0.730163
3.069,0.730163
3.07,0.730163
3.071,0.730163
3.072,0.730163
3.073,0.730163
3.074,0.730163
3.075,0.730163
3.076,0.730163
3.077,0.730163
3.078,0.730163
3.079,0.730163
3.08,0.730163
3.081,0.730163
3.082,0.730163
3.083,0.730163
3.084,0.730163
3.085,0.730163
3.086,0.730163
3.087,0.730163
3.088,0.730163
3.089,0.730163
3.09,0.730163
3.091,0.730163
3.092,0.730163
3.093,0.730163
3.094,0.730163
3.095,0.730163
3.096,0.730163
3.097,0.730163
3.098,0.730163
3.099,0.730163
3.1,0.730163
3.101,0.730163
3.102,0.730163
3.103,0.730163
3.104,0.730163
3.105,0.730163
3.106,0.730163
3.107,0.730163
3.108,0.730163
3.109,0.730163
3.11,0.730163
3.111,0.730163
3.112,0.730163
3.113,0.730163
3.114,0.730163
3.115,0.730163
3.116,0.730163
3.117,0.730163
3.118,0.730163
3.119,0.730163
3.12,0.730163
3.121,0.730163
3.122,0.730163
3.123,0.730163
3.124,0.730163
3.125,0.730163
3.126,0.730163
3.127,0.730163
3.128,0.730163
3.129,0.730163
3.13,0.730163
3.131,0.730163
3.132,0.730163
3.133,0.730163
3.134,0.730163
3.135,0.730163
3.136,0.730163
3.137,0.730163
3.138,0.730163
3.139,0.730163
3.14,0.730163
3.141,0.730163
3.142,0.730163
3.143,0.730163
3.144,0.730163
3.145,0.730163
3.146,0.730163
3.147,0.730163
3.148,0.730163
3.149,0.730163
3.15,0.730163
3.151,0.730163
3.152,0.730163
3.153,0.730163
3.154,0.730163
3.155,0.730163
3.156,0.730163
3.157,0.730163
3.158,0.730163
3.159,0.730163
3.16,0.730163
3.161,0.730163
3.162,0.730163
3.163,0.730163
3.164,0.730163
3.165,0.730163
3.166,0.730163
3.167,0.730163
3.168,0.730163
3.169,0.730163
3.17,0.730163
3.171,0.730163
3.172,0.730163
3.173,0.730163
3.174,0.730163
3.175,0.730163
3.176,0.730163
3.177,0.730163
3.178,0.730163
3.179,0.730163
3.18,0.730163
3.181,0.730163
3.182,0.730163
3.183,0.730163
3.184,0.730163
3.185,0.730163
3.186,0.730163
3.187,0.730163
3.188,0.730163
3.189,0.730163
3.19,0.730163
3.191,0.730163
3.192,0.730163
3.193,0.730163
3.194,0.730163
3.195,0.730163
3.196,0.730163
3.197,0.730163
3.198,0.730163
3.199,0.730163
3.2,0.730163
3.201,0.730163
3.202,0.730163
3.203,0.730163
3.204,0.730163
3.205,0.730163
3.206,0.730163
3.207,0.730163
3.208,0.730163
3.209,0.730163
3.21,0.730163
3.211,0.730163
3.212,0.730163
3.213,0.730163
3.214,0.730163
3.215,0.730163
3.216,0.730163
3.217,0.730163
3.218,0.730163
3.219,0.730163
3.22,0.730163
3.221,0.730163
3.222,0.730163
3.223,0.730163
3.224,0.730163
3.225,0.730163
3.226,0.730163
3.227,0.730163
3.228,0.730163
3.229,0.730163
3.23,0.730163
3.231,0.730163
3.232,0.730163
3.233,0.730163
3.234,0.730163
3.235,0.730163
3.236,0.730163
3.237,0.730163
3.238,0.730163
3.239,0.730163
3.24,0.730163
3.241,0.730163
3.242,0.730163
3.243,0.730163
3.244,0.730163
3.245,0.730163
3.246,0.730163
3.247,0.730163
3.248,0.730163
3.249,0.730163
3.25,0.730163
3.251,0.730163
3.252,0.730163
3.253,0.730163
3.254,0.730163
3.255,0.730163
3.256,0.730163
3.257,0.730163
3.258,0.730163
3.259,0.730163
3.26,0.730163
3.261,0.730163
3.262,0.730163
3.263,0.730163
3.264,0.730163
3.265,0.730163
3.266,0.730163
3.267,0.730163
3.268,0.730163
3.269,0.730163
3.27,0.730163
3.271,0.730163
3.272,0.730163
3.273,0.730163
3.274,0.730163
3.275,0.730163
3.276,0.730163
3.277,0.730163
3.278,0.730163
3.279,0.730163
3.28,0.730163
3.281,0.730163
3.282,0.730163
3.283,0.730163
3.284,0.730163
3.285,0.730163
3.286,0.730163
3.287,0.730163
3.288,0.730163
3.289,0.730163
3.29,0.730163
3.291,0.730163
3.292,0.730163
3.293,0.730163
3.294,0.730163
3.295,0.730163
3.296,0.730163
3.297,0.730163
3.298,0.730163
3.299,0.730163
3.3,0.730163
3.301,0.730163
3.302,0.730163
3.303,0.730163
3.304,0.730163
3.305,0.730163
3.306,0.730163
3.307,0.730163
3.308,0.730163
3.309,0.730163
3.31,0.730163
3.311,0.730163
3.312,0.730163
3.313,0.730163
3.314,0.730163
3.315,0.730163
3.316,0.730163
3.317,0.730163
3.318,0.730163
3.319,0.730163
3.32,0.730163
3.321,0.730163
3.322,0.730163
3.323,0.730163
3.324,0.730163
3.325,0.730163
3.326,0.730163
3.327,0.730163
3.328,0.730163
3.329,0.730163
3.33,0.730163
3.331,0.730163
3.332,0.730163
3.333,0.730163
3.334,0.730163
3.335,0.730163
3.336,0.730163
3.337,0.730163
3.338,0.730163
3.339,0.730163
3.34,0.730163
3.341,0.730163
3.342,0.730163
3.343,0.730163
3.344,0.730163
3.345,0.730163
3.346,0.730163
3.347,0.730163
3.348,0.730163
3.349,0.730163
3.35,0.730163
3.351,0.730163
3.352,0.730163
3.353,0.730163
3.354,0.730163
3.355,0.730163
3.356,0.730163
3.357,0.730163
3.358,0.730163
3.359,0.730163
3.36,0.730163
3.361,0.730163
3.362,0.730163
3.363,0.730163
3.364,0.730163
3.365,0.730163
3.366,0.730163
3.367,0.730163
3.368,0.730163
3.369,0.730163
3.37,0.730163
3.371,0.730163
3.372,0.730163
3.373,0.730163
3.374,0.730163
3.375,0.730163
3.376,0.730163
3.377,0.730163
3.378,0.730163
3.379,0.730163
3.38,0.730163
3.381,0.730163
3.382,0.730163
3.383,0.730163
3.384,0.730163
3.385,0.730163
3.386,0.730163
3.387,0.730163
3.388,0.730163
3.389,0.730163
3.39,0.730163
3.391,0.730163
3.392,0.730163
3.393,0.730163
3.394,0.730163
3.395,0.730163
3.396,0.730163
3.397,0.730163
3.398,0.730163
3.399,0.730163
3.4,0.730163
3.401,0.730163
3.402,0.730163
3.403,0.730163
3.404,0.730163
3.405,0.730163
3.406,0.730163
3.407,0.730163
3.408,0.730163
3.409,0.730163
3.41,0.730163
3.411,0.730163
3.412,0.730163
3.413,0.730163
3.414,0.730163
3.415,0.730163
3.416,0.730163
3.417,0.730163
3.418,0.730163
3.419,0.730163
3.42,0.730163
3.421,0.730163
3.422,0.730163
3.423,0.730163
3.424,0.730163
3.425,0.730163
3.426,0.730163
3.427,0.730163
3.428,0.730163
3.429,0.730163
3.43,0.730163
3.431,0.730163
3.432,0.730163
3.433,0.730163
3.434,0.730163
3.435,0.730163
3.436,0.730163
3.437,0.730163
3.438,0.730163
3.439,0.730163
3.44,0.730163
3.441,0.730163
3.442,0.730163
3.443,0.730163
3.444,0.730163
3.445,0.730163
3.446,0.730163
3.447,0.730163
3.448,0.730163
3.449,0.730163
3.45,0.730163
3.451,0.730163
3.452,0.730163
3.453,0.730163
3.454,0.730163
3.455,0.730163
3.456,0.730163
3.457,0.730163
3.458,0.730163
3.459,0.730163
3.46,0.730163
3.461,0.730163
3.462,0.730163
3.463,0.730163
3.464,0.730163
3.465,0.730163
3.466,0.730163
3.467,0.730163
3.468,0.730163
3.469,0.730163
3.47,0.730163
3.471,0.730163
3.472,0.730163
3.473,0.730163
3.474,0.730163
3.475,0.730163
3.476,0.730163
3.477,0.730163
3.478,0.730163
3.479,0.730163
3.48,0.730163
3.481,0.730163
3.482,0.730163
3.483,0.730163
3.484,0.730163
3.485,0.730163
3.486,0.730163
3.487,0.730163
3.488,0.730163
3.489,0.730163
3.49,0.730163
3.491,0.730163
3.492,0.730163
3.493,0.730163
3.494,0.730163
3.495,0.730163
3.496,0.730163
3.497,0.730163
3.498,0.730163
3.499,0.730163
3.5,0.730163
3.501,0.730163
3.502,0.730163
3.503,0.730163
3.504,0.730163
3.505,0.730163
3.506,0.730163
3.507,0.730163
3.508,0.730163
3.509,0.730163
3.51,0.730163
3.511,0.730163
3.512,0.730163
3.513,0.730163
3.514,0.730163
3.515,0.730163
3.516,0.730163
3.517,0.730163
3.518,0.730163
3.519,0.730163
3.52,0.730163
3.521,0.730163
3.522,0.730163
3.523,0.730163
3.524,0.730163
3.525,0.730163
3.526,0.730163
3.527,0.730163
3.528,0.730163
3.529,0.730163
3.53,0.730163
3.531,0.730163
3.532,0.730163
3.533,0.730163
3.534,0.730163
3.535,0.730163
3.536,0.730163
3.537,0.730163
3.538,0.730163
3.539,0.730163
3.54,0.730163
3.541,0.730163
3.542,0.730163
3.543,0.730163
3.544,0.730163
3.545,0.730163
3.546,0.730163
3.547,0.730163
3.548,0.730163
3.549,0.730163
3.55,0.730163
3.551,0.730163
3.552,0.730163
3.553,0.730163
3.554,0.730163
3.555,0.730163
3.556,0.730163
3.557,0.730163
3.558,0.730163
3.559,0.730163
3.56,0.730163
3.561,0.730163
3.562,0.730163
3.563,0.730163
3.564,0.730163
3.565,0.730163
3.566,0.730163
3.567,0.730163
3.568,0.730163
3.569,0.730163
3.57,0.730163
3.571,0.730163
3.572,0.730163
3.573,0.730163
3.574,0.730163
3.575,0.730163
3.576,0.730163
3.577,0.730163
3.578,0.730163
3.579,0.730163
3.58,0.730163
3.581,0.730163
3.582,0.730163
3.583,0.730163
3.584,0.730163
3.585,0.730163
3.586,0.730163
3.587,0.730163
3.588,0.730163
3.589,0.730163
3.59,0.730163
3.591,0.730163
3.592,0.730163
3.593,0.730163
3.594,0.730163
3.595,0.730163
3.596,0.730163
3.597,0.730163
3.598,0.730163
3.599,0.730163
3.6,0.730163
3.601,0.730163
3.602,0.730163
3.603,0.730163
3.604,0.730163
3.605,0.730163
3.606,0.730163
3.607,0.730163
3.608,0.730163
3.609,0.730163
3.61,0.730163
3.611,0.730163
3.612,0.730163
3.613,0.730163
3.614,0.730163
3.615,0.730163
3.616,0.730163
3.617,0.730163
3.618,0.730163
3.619,0.730163
3.62,0.730163
3.621,0.730163
3.622,0.730163
3.623,0.730163
3.624,0.730163
3.625,0.730163
3.626,0.730163
3.627,0.730163
3.628,0.730163
3.629,0.730163
3.63,0.730163
3.631,0.730163
3.632,0.730163
3.633,0.730163
3.634,0.730163
3.635,0.730163
3.636,0.730163
3.637,0.730163
3.638,0.730163
3.639,0.730163
3.64,0.730163
3.641,0.730163
3.642,0.730163
3.643,0.730163
3.644,0.730163
3.645,0.730163
3.646,0.730163
3.647,0.730163
3.648,0.730163
3.649,0.730163
3.65,0.730163
3.651,0.730163
3.652,0.730163
3.653,0.730163
3.654,0.730163
3.655,0.730163
3.656,0.730163
3.657,0.730163
3.658,0.730163
3.659,0.730163
3.66,0.730163
3.661,0.730163
3.662,0.730163
3.663,0.730163
3.664,0.730163
3.665,0.730163
3.666,0.730163
3.667,0.730163
3.668,0.730163
3.669,0.730163
3.67,0.730163
3.671,0.730163
3.672,0.730163
3.673,0.730163
3.674,0.730163
3.675,0.730163
3.676,0.730163
3.677,0.730163
3.678,0.730163
3.679,0.730163
3.68,0.730163
3.681,0.730163
3.682,0.730163
3.683,0.730163
3.684,0.730163
3.685,0.730163
3.686,0.730163
3.687,0.730163
3.688,0.730163
3.689,0.730163
3.69,0.730163
3.691,0.730163
3.692,0.730163
3.693,0.730163
3.694,0.730163
3.695,0.730163
3.696,0.730163
3.697,0.730163
3.698,0.730163
3.699,0.730163
3.7,0.730163
3.701,0.730163
3.702,0.730163
3.703,0.730163
3.704,0.730163
3.705,0.730163
3.706,0.730163
3.707,0.730163
3.708,0.730163
3.709,0.730163
3.71,0.730163
3.711,0.730163
3.712,0.730163
3.713,0.730163
3.714,0.730163
3.715,0.730163
3.716,0.730163
3.717,0.730163
3.718,0.730163
3.719,0.730163
3.72,0.730163
3.721,0.730163
3.722,0.730163
3.723,0.730163
3.724,0.730163
3.725,0.730163
3.726,0.730163
3.727,0.730163
3.728,0.730163
3.729,0.730163
3.73,0.730163
3.731,0.730163
3.732,0.730163
3.733,0.730163
3.734,0.730163
3.735,0.730163
3.736,0.730163
3.737,0.730163
3.738,0.730163
3.739,0.730163
3.74,0.730163
3.741,0.730163
3.742,0.730163
3.743,0.730163
3.744,0.730163
3.745,0.730163
3.746,0.730163
3.747,0.730163
3.748,0.730163
3.749,0.730163
3.75,0.730163
3.751,0.730163
3.752,0.730163
3.753,0.730163
3.754,0.730163
3.755,0.730163
3.756,0.730163
3.757,0.730163
3.758,0.730163
3.759,0.730163
3.76,0.730163
3.761,0.730163
3.762,0.730163
3.763,0.730163
3.764,0.730163
3.765,0.730163
3.766,0.730163
3.767,0.730163
3.768,0.730163
3.769,0.730163
3.77,0.730163
3.771,0.730163
3.772,0.730163
3.773,0.730163
3.774,0.730163
3.775,0.730163
3.776,0.730163
3.777,0.730163
3.778,0.730163
3.779,0.730163
3.78,0.730163
3.781,0.730163
3.782,0.730163
3.783,0.730163
3.784,0.730163
3.785,0.730163
3.786,0.730163
3.787,0.730163
3.788,0.730163
3.789,0.730163
3.79,0.730163
3.791,0.730163
3.792,0.730163
3.793,0.730163
3.794,0.730163
3.795,0.730163
3.796,0.730163
3.797,0.730163
3.798,0.730163
3.799,0.730163
3.8,0.730163
3.801,0.730163
3.802,0.730163
3.803,0.730163
3.804,0.730163
3.805,0.730163
3.806,0.730163
3.807,0.730163
3.808,0.730163
3.809,0.730163
3.81,0.730163
3.811,0.730163
3.812,0.730163
3.813,0.730163
3.814,0.730163
3.815,0.730163
3.816,0.730163
3.817,0.730163
3.818,0.730163
3.819,0.730163
3.82,0.730163
3.821,0.730163
3.822,0.730163
3.823,0.730163
3.824,0.730163
3.825,0.730163
3.826,0.730163
3.827,0.730163
