Wavelength,K-L Fiber
2.291,0.99648734
2.292,0.99649623
2.293,0.99650512
2.294,0.99651401
2.295,0.9965229
2.296,0.99653179
2.297,0.99654068
2.298,0.99654957
2.299,0.99655846
2.3,0.99656735
2.301,0.99657772
2.302,0.9965881
2.303,0.99659848
2.304,0.99660886
2.305,0.99661924
2.306,0.99662962
2.307,0.99664
2.308,0.99665038
2.309,0.99666076
2.31,0.99667114
2.311,0.99668152
2.312,0.9966919
2.313,0.99670228
2.314,0.99671265
2.315,0.99672303
2.316,0.99673341
2.317,0.99674379
2.318,0.99675417
2.319,0.99676455
2.32,0.99677493
2.321,0.99677924
2.322,0.99678354
2.323,0.99678785
2.324,0.99679216
2.325,0.99679647
2.326,0.99680077
2.327,0.99680508
2.328,0.99680939
2.329,0.9968137
2.33,0.996818
2.331,0.99682231
2.332,0.99682662
2.333,0.99683092
2.334,0.99683523
2.335,0.99683954
2.336,0.99684385
2.337,0.99684815
2.338,0.99685246
2.339,0.99685677
2.34,0.99686108
2.341,0.99686509
2.342,0.9968691
2.343,0.99687311
2.344,0.99687713
2.345,0.99688114
2.346,0.99688515
2.347,0.99688917
2.348,0.99689318
2.349,0.99689719
2.35,0.99690121
2.351,0.99690522
2.352,0.99690923
2.353,0.99691324
2.354,0.99691726
2.355,0.99692127
2.356,0.99692528
2.357,0.9969293
2.358,0.99693331
2.359,0.99693732
2.36,0.99694133
2.361,0.99694696
2.362,0.99695259
2.363,0.99695822
2.364,0.99696384
2.365,0.99696947
2.366,0.9969751
2.367,0.99698073
2.368,0.99698635
2.369,0.99699198
2.37,0.99699761
2.371,0.99700323
2.372,0.99700886
2.373,0.99701449
2.374,0.99702012
2.375,0.99702574
2.376,0.99703137
2.377,0.997037
2.378,0.99704262
2.379,0.99704825
2.38,0.99705388
2.381,0.99704909
2.382,0.9970443
2.383,0.99703952
2.384,0.99703473
2.385,0.99702994
2.386,0.99702516
2.387,0.99702037
2.388,0.99701558
2.389,0.99701079
2.39,0.99700601
2.391,0.99700122
2.392,0.99699643
2.393,0.99699164
2.394,0.99698686
2.395,0.99698207
2.396,0.99697728
2.397,0.9969725
2.398,0.99696771
2.399,0.99696292
2.4,0.99695813
2.401,0.9969574
2.402,0.99695667
2.403,0.99695594
2.404,0.99695522
2.405,0.99695449
2.406,0.99695376
2.407,0.99695303
2.408,0.9969523
2.409,0.99695157
2.41,0.99695084
2.411,0.99695011
2.412,0.99694938
2.413,0.99694865
2.414,0.99694792
2.415,0.99694719
2.416,0.99694646
2.417,0.99694573
2.418,0.996945
2.419,0.99694427
2.42,0.99694354
2.421,0.9969439
2.422,0.99694427
2.423,0.99694463
2.424,0.996945
2.425,0.99694536
2.426,0.99694573
2.427,0.99694609
2.428,0.99694646
2.429,0.99694682
2.43,0.99694719
2.431,0.99694755
2.432,0.99694792
2.433,0.99694828
2.434,0.99694865
2.435,0.99694901
2.436,0.99694938
2.437,0.99694974
2.438,0.99695011
2.439,0.99695047
2.44,0.99695084
2.441,0.99696034
2.442,0.99696984
2.443,0.99697934
2.444,0.99698884
2.445,0.99699834
2.446,0.99700785
2.447,0.99701735
2.448,0.99702685
2.449,0.99703635
2.45,0.99704585
2.451,0.99705535
2.452,0.99706486
2.453,0.99707436
2.454,0.99708386
2.455,0.99709336
2.456,0.99710286
2.457,0.99711236
2.458,0.99712186
2.459,0.99713137
2.46,0.99714087
2.461,0.99714329
2.462,0.99714572
2.463,0.99714814
2.464,0.99715057
2.465,0.99715299
2.466,0.99715542
2.467,0.99715784
2.468,0.99716027
2.469,0.99716269
2.47,0.99716511
2.471,0.99716754
2.472,0.99716996
2.473,0.99717239
2.474,0.99717481
2.475,0.99717724
2.476,0.99717966
2.477,0.99718209
2.478,0.99718451
2.479,0.99718694
2.48,0.99718936
2.481,0.99719383
2.482,0.99719829
2.483,0.99720275
2.484,0.99720722
2.485,0.99721168
2.486,0.99721615
2.487,0.99722061
2.488,0.99722508
2.489,0.99722954
2.49,0.997234
2.491,0.99723847
2.492,0.99724293
2.493,0.9972474
2.494,0.99725186
2.495,0.99725632
2.496,0.99726079
2.497,0.99726525
2.498,0.99726972
2.499,0.99727418
2.5,0.99727865
2.501,0.99728522
2.502,0.9972918
2.503,0.99729838
2.504,0.99730496
2.505,0.99731154
2.506,0.99731812
2.507,0.9973247
2.508,0.99733128
2.509,0.99733786
2.51,0.99734444
2.511,0.99735102
2.512,0.9973576
2.513,0.99736417
2.514,0.99737075
2.515,0.99737733
2.516,0.99738391
2.517,0.99739049
2.518,0.99739707
2.519,0.99740365
2.52,0.99741023
2.521,0.99741389
2.522,0.99741756
2.523,0.99742122
2.524,0.99742488
2.525,0.99742855
2.526,0.99743221
2.527,0.99743587
2.528,0.99743954
2.529,0.9974432
2.53,0.99744687
2.531,0.99745053
2.532,0.99745419
2.533,0.99745786
2.534,0.99746152
2.535,0.99746518
2.536,0.99746885
2.537,0.99747251
2.538,0.99747618
2.539,0.99747984
2.54,0.9974835
2.541,0.99748928
2.542,0.99749505
2.543,0.99750083
2.544,0.99750661
2.545,0.99751238
2.546,0.99751816
2.547,0.99752393
2.548,0.99752971
2.549,0.99753549
2.55,0.99754126
2.551,0.99754704
2.552,0.99755281
2.553,0.99755859
2.554,0.99756437
2.555,0.99757014
2.556,0.99757592
2.557,0.99758169
2.558,0.99758747
2.559,0.99759325
2.56,0.99759902
2.561,0.99760908
2.562,0.99761915
2.563,0.99762921
2.564,0.99763927
2.565,0.99764934
2.566,0.9976594
2.567,0.99766946
2.568,0.99767953
2.569,0.99768959
2.57,0.99769965
2.571,0.99770972
2.572,0.99771978
2.573,0.99772984
2.574,0.99773991
2.575,0.99774997
2.576,0.99776003
2.577,0.9977701
2.578,0.99778016
2.579,0.99779022
2.58,0.99780029
2.581,0.99779761
2.582,0.99779494
2.583,0.99779227
2.584,0.9977896
2.585,0.99778693
2.586,0.99778425
2.587,0.99778158
2.588,0.99777891
2.589,0.99777624
2.59,0.99777356
2.591,0.99777089
2.592,0.99776822
2.593,0.99776555
2.594,0.99776287
2.595,0.9977602
2.596,0.99775753
2.597,0.99775486
2.598,0.99775218
2.599,0.99774951
2.6,0.99774684
2.601,0.99773223
2.602,0.99771763
2.603,0.99770302
2.604,0.99768841
2.605,0.99767381
2.606,0.9976592
2.607,0.99764459
2.608,0.99762999
2.609,0.99761538
2.61,0.99760077
2.611,0.99758617
2.612,0.99757156
2.613,0.99755695
2.614,0.99754235
2.615,0.99752774
2.616,0.99751314
2.617,0.99749853
2.618,0.99748392
2.619,0.99746932
2.62,0.99745471
2.621,0.99742877
2.622,0.99740283
2.623,0.99737689
2.624,0.99735094
2.625,0.997325
2.626,0.99729906
2.627,0.99727312
2.628,0.99724718
2.629,0.99722124
2.63,0.9971953
2.631,0.99716936
2.632,0.99714341
2.633,0.99711747
2.634,0.99709153
2.635,0.99706559
2.636,0.99703965
2.637,0.99701371
2.638,0.99698777
2.639,0.99696183
2.64,0.99693588
2.641,0.99673536
2.642,0.99653483
2.643,0.9963343
2.644,0.99613377
2.645,0.99593324
2.646,0.99573272
2.647,0.99553219
2.648,0.99533166
2.649,0.99513113
2.65,0.9949306
2.651,0.99473008
2.652,0.99452955
2.653,0.99432902
2.654,0.99412849
2.655,0.99392796
2.656,0.99372744
2.657,0.99352691
2.658,0.99332638
2.659,0.99312585
2.66,0.99292532
2.661,0.99284966
2.662,0.99277399
2.663,0.99269833
2.664,0.99262266
2.665,0.992547
2.666,0.99247133
2.667,0.99239567
2.668,0.99232
2.669,0.99224434
2.67,0.99216867
2.671,0.992093
2.672,0.99201734
2.673,0.99194167
2.674,0.99186601
2.675,0.99179034
2.676,0.99171468
2.677,0.99163901
2.678,0.99156335
2.679,0.99148768
2.68,0.99141202
2.681,0.99156725
2.682,0.99172249
2.683,0.99187772
2.684,0.99203296
2.685,0.99218819
2.686,0.99234343
2.687,0.99249867
2.688,0.9926539
2.689,0.99280914
2.69,0.99296437
2.691,0.99311961
2.692,0.99327485
2.693,0.99343008
2.694,0.99358532
2.695,0.99374055
2.696,0.99389579
2.697,0.99405103
2.698,0.99420626
2.699,0.9943615
2.7,0.99451673
2.701,0.9945292
2.702,0.99454167
2.703,0.99455414
2.704,0.99456661
2.705,0.99457908
2.706,0.99459155
2.707,0.99460402
2.708,0.99461649
2.709,0.99462896
2.71,0.99464143
2.711,0.9946539
2.712,0.99466637
2.713,0.99467884
2.714,0.99469131
2.715,0.99470378
2.716,0.99471625
2.717,0.99472872
2.718,0.99474119
2.719,0.99475366
2.72,0.99476613
2.721,0.99457053
2.722,0.99437492
2.723,0.99417932
2.724,0.99398372
2.725,0.99378812
2.726,0.99359252
2.727,0.99339692
2.728,0.99320131
2.729,0.99300571
2.73,0.99281011
2.731,0.99261451
2.732,0.99241891
2.733,0.99222331
2.734,0.99202771
2.735,0.9918321
2.736,0.9916365
2.737,0.9914409
2.738,0.9912453
2.739,0.9910497
2.74,0.9908541
2.741,0.99051846
2.742,0.99018282
2.743,0.98984719
2.744,0.98951155
2.745,0.98917591
2.746,0.98884028
2.747,0.98850464
2.748,0.988169
2.749,0.98783336
2.75,0.98749773
2.751,0.98716209
2.752,0.98682645
2.753,0.98649082
2.754,0.98615518
2.755,0.98581954
2.756,0.98548391
2.757,0.98514827
2.758,0.98481263
2.759,0.984477
2.76,0.98414136
2.761,0.9838991
2.762,0.98365684
2.763,0.98341458
2.764,0.98317232
2.765,0.98293006
2.766,0.9826878
2.767,0.98244554
2.768,0.98220328
2.769,0.98196102
2.77,0.98171876
2.771,0.9814765
2.772,0.98123424
2.773,0.98099198
2.774,0.98074973
2.775,0.98050747
2.776,0.98026521
2.777,0.98002295
2.778,0.97978069
2.779,0.97953843
2.78,0.97929617
2.781,0.97914259
2.782,0.97898902
2.783,0.97883545
2.784,0.97868188
2.785,0.9785283
2.786,0.97837473
2.787,0.97822116
2.788,0.97806758
2.789,0.97791401
2.79,0.97776044
2.791,0.97760686
2.792,0.97745329
2.793,0.97729972
2.794,0.97714614
2.795,0.97699257
2.796,0.976839
2.797,0.97668542
2.798,0.97653185
2.799,0.97637828
2.8,0.9762247
2.801,0.97609421
2.802,0.97596372
2.803,0.97583322
2.804,0.97570273
2.805,0.97557224
2.806,0.97544174
2.807,0.97531125
2.808,0.97518075
2.809,0.97505026
2.81,0.97491977
2.811,0.97478927
2.812,0.97465878
2.813,0.97452828
2.814,0.97439779
2.815,0.9742673
2.816,0.9741368
2.817,0.97400631
2.818,0.97387581
2.819,0.97374532
2.82,0.97361483
2.821,0.97352915
2.822,0.97344347
2.823,0.97335779
2.824,0.97327211
2.825,0.97318643
2.826,0.97310075
2.827,0.97301507
2.828,0.97292939
2.829,0.97284371
2.83,0.97275803
2.831,0.97267235
2.832,0.97258667
2.833,0.97250099
2.834,0.97241531
2.835,0.97232963
2.836,0.97224395
2.837,0.97215827
2.838,0.97207259
2.839,0.97198691
2.84,0.97190123
2.841,0.97185247
2.842,0.9718037
2.843,0.97175494
2.844,0.97170617
2.845,0.97165741
2.846,0.97160864
2.847,0.97155988
2.848,0.97151111
2.849,0.97146234
2.85,0.97141358
2.851,0.97136481
2.852,0.97131605
2.853,0.97126728
2.854,0.97121852
2.855,0.97116975
2.856,0.97112099
2.857,0.97107222
2.858,0.97102346
2.859,0.97097469
2.86,0.97092593
2.861,0.97093163
2.862,0.97093733
2.863,0.97094303
2.864,0.97094873
2.865,0.97095443
2.866,0.97096014
2.867,0.97096584
2.868,0.97097154
2.869,0.97097724
2.87,0.97098294
2.871,0.97098864
2.872,0.97099434
2.873,0.97100005
2.874,0.97100575
2.875,0.97101145
2.876,0.97101715
2.877,0.97102285
2.878,0.97102855
2.879,0.97103425
2.88,0.97103995
2.881,0.97102698
2.882,0.971014
2.883,0.97100102
2.884,0.97098804
2.885,0.97097506
2.886,0.97096208
2.887,0.97094911
2.888,0.97093613
2.889,0.97092315
2.89,0.97091017
2.891,0.97089719
2.892,0.97088421
2.893,0.97087123
2.894,0.97085826
2.895,0.97084528
2.896,0.9708323
2.897,0.97081932
2.898,0.97080634
2.899,0.97079336
2.9,0.97078038
2.901,0.97081199
2.902,0.97084361
2.903,0.97087522
2.904,0.97090683
2.905,0.97093844
2.906,0.97097005
2.907,0.97100166
2.908,0.97103327
2.909,0.97106488
2.91,0.97109649
2.911,0.9711281
2.912,0.97115971
2.913,0.97119132
2.914,0.97122293
2.915,0.97125454
2.916,0.97128615
2.917,0.97131776
2.918,0.97134937
2.919,0.97138098
2.92,0.97141259
2.921,0.97144534
2.922,0.97147809
2.923,0.97151084
2.924,0.97154359
2.925,0.97157634
2.926,0.97160909
2.927,0.97164183
2.928,0.97167458
2.929,0.97170733
2.93,0.97174008
2.931,0.97177283
2.932,0.97180558
2.933,0.97183833
2.934,0.97187108
2.935,0.97190383
2.936,0.97193658
2.937,0.97196933
2.938,0.97200208
2.939,0.97203482
2.94,0.97206757
2.941,0.97210716
2.942,0.97214674
2.943,0.97218633
2.944,0.97222591
2.945,0.97226549
2.946,0.97230508
2.947,0.97234466
2.948,0.97238425
2.949,0.97242383
2.95,0.97246342
2.951,0.972503
2.952,0.97254258
2.953,0.97258217
2.954,0.97262175
2.955,0.97266134
2.956,0.97270092
2.957,0.97274051
2.958,0.97278009
2.959,0.97281967
2.96,0.97285926
2.961,0.97292026
2.962,0.97298126
2.963,0.97304226
2.964,0.97310326
2.965,0.97316426
2.966,0.97322526
2.967,0.97328625
2.968,0.97334725
2.969,0.97340825
2.97,0.97346925
2.971,0.97353025
2.972,0.97359125
2.973,0.97365225
2.974,0.97371325
2.975,0.97377425
2.976,0.97383525
2.977,0.97389625
2.978,0.97395725
2.979,0.97401825
2.98,0.97407925
2.981,0.97413302
2.982,0.97418679
2.983,0.97424056
2.984,0.97429433
2.985,0.9743481
2.986,0.97440187
2.987,0.97445565
2.988,0.97450942
2.989,0.97456319
2.99,0.97461696
2.991,0.97467073
2.992,0.9747245
2.993,0.97477827
2.994,0.97483204
2.995,0.97488581
2.996,0.97493958
2.997,0.97499335
2.998,0.97504712
2.999,0.97510089
3,0.97515467
3.001,0.97519877
3.002,0.97524287
3.003,0.97528697
3.004,0.97533107
3.005,0.97537518
3.006,0.97541928
3.007,0.97546338
3.008,0.97550748
3.009,0.97555158
3.01,0.97559569
3.011,0.97563979
3.012,0.97568389
3.013,0.97572799
3.014,0.9757721
3.015,0.9758162
3.016,0.9758603
3.017,0.9759044
3.018,0.9759485
3.019,0.97599261
3.02,0.97603671
3.021,0.97611318
3.022,0.97618966
3.023,0.97626614
3.024,0.97634261
3.025,0.97641909
3.026,0.97649557
3.027,0.97657205
3.028,0.97664852
3.029,0.976725
3.03,0.97680148
3.031,0.97687795
3.032,0.97695443
3.033,0.97703091
3.034,0.97710738
3.035,0.97718386
3.036,0.97726034
3.037,0.97733681
3.038,0.97741329
3.039,0.97748977
3.04,0.97756624
3.041,0.97762879
3.042,0.97769135
3.043,0.9777539
3.044,0.97781645
3.045,0.977879
3.046,0.97794155
3.047,0.97800411
3.048,0.97806666
3.049,0.97812921
3.05,0.97819176
3.051,0.97825431
3.052,0.97831687
3.053,0.97837942
3.054,0.97844197
3.055,0.97850452
3.056,0.97856707
3.057,0.97862963
3.058,0.97869218
3.059,0.97875473
3.06,0.97881728
3.061,0.97885542
3.062,0.97889355
3.063,0.97893169
3.064,0.97896983
3.065,0.97900796
3.066,0.9790461
3.067,0.97908424
3.068,0.97912237
3.069,0.97916051
3.07,0.97919864
3.071,0.97923678
3.072,0.97927492
3.073,0.97931305
3.074,0.97935119
3.075,0.97938933
3.076,0.97942746
3.077,0.9794656
3.078,0.97950373
3.079,0.97954187
3.08,0.97958001
3.081,0.97962302
3.082,0.97966604
3.083,0.97970906
3.084,0.97975207
3.085,0.97979509
3.086,0.97983811
3.087,0.97988112
3.088,0.97992414
3.089,0.97996716
3.09,0.98001018
3.091,0.98005319
3.092,0.98009621
3.093,0.98013923
3.094,0.98018224
3.095,0.98022526
3.096,0.98026828
3.097,0.98031129
3.098,0.98035431
3.099,0.98039733
3.1,0.98044034
3.101,0.98046837
3.102,0.98049639
3.103,0.98052442
3.104,0.98055245
3.105,0.98058047
3.106,0.9806085
3.107,0.98063652
3.108,0.98066455
3.109,0.98069257
3.11,0.9807206
3.111,0.98074862
3.112,0.98077665
3.113,0.98080467
3.114,0.9808327
3.115,0.98086073
3.116,0.98088875
3.117,0.98091678
3.118,0.9809448
3.119,0.98097283
3.12,0.98100085
3.121,0.98102061
3.122,0.98104036
3.123,0.98106012
3.124,0.98107988
3.125,0.98109963
3.126,0.98111939
3.127,0.98113914
3.128,0.9811589
3.129,0.98117866
3.13,0.98119841
3.131,0.98121817
3.132,0.98123792
3.133,0.98125768
3.134,0.98127743
3.135,0.98129719
3.136,0.98131695
3.137,0.9813367
3.138,0.98135646
3.139,0.98137621
3.14,0.98139597
3.141,0.98139608
3.142,0.98139618
3.143,0.98139629
3.144,0.9813964
3.145,0.98139651
3.146,0.98139661
3.147,0.98139672
3.148,0.98139683
3.149,0.98139694
3.15,0.98139704
3.151,0.98139715
3.152,0.98139726
3.153,0.98139737
3.154,0.98139747
3.155,0.98139758
3.156,0.98139769
3.157,0.9813978
3.158,0.9813979
3.159,0.98139801
3.16,0.98139812
3.161,0.98138784
3.162,0.98137757
3.163,0.98136729
3.164,0.98135701
3.165,0.98134674
3.166,0.98133646
3.167,0.98132618
3.168,0.9813159
3.169,0.98130563
3.17,0.98129535
3.171,0.98128507
3.172,0.9812748
3.173,0.98126452
3.174,0.98125424
3.175,0.98124397
3.176,0.98123369
3.177,0.98122341
3.178,0.98121314
3.179,0.98120286
3.18,0.98119258
3.181,0.98117512
3.182,0.98115766
3.183,0.9811402
3.184,0.98112274
3.185,0.98110528
3.186,0.98108782
3.187,0.98107036
3.188,0.9810529
3.189,0.98103544
3.19,0.98101798
3.191,0.98100052
3.192,0.98098306
3.193,0.9809656
3.194,0.98094814
3.195,0.98093069
3.196,0.98091323
3.197,0.98089577
3.198,0.98087831
3.199,0.98086085
3.2,0.98084339
3.201,0.98081167
3.202,0.98077994
3.203,0.98074822
3.204,0.9807165
3.205,0.98068478
3.206,0.98065306
3.207,0.98062134
3.208,0.98058962
3.209,0.9805579
3.21,0.98052618
3.211,0.98049446
3.212,0.98046274
3.213,0.98043102
3.214,0.9803993
3.215,0.98036758
3.216,0.98033586
3.217,0.98030413
3.218,0.98027241
3.219,0.98024069
3.22,0.98020897
3.221,0.98017606
3.222,0.98014316
3.223,0.98011025
3.224,0.98007734
3.225,0.98004443
3.226,0.98001152
3.227,0.97997861
3.228,0.97994571
3.229,0.9799128
3.23,0.97987989
3.231,0.97984698
3.232,0.97981407
3.233,0.97978116
3.234,0.97974826
3.235,0.97971535
3.236,0.97968244
3.237,0.97964953
3.238,0.97961662
3.239,0.97958371
3.24,0.97955081
3.241,0.97950695
3.242,0.97946309
3.243,0.97941923
3.244,0.97937537
3.245,0.97933151
3.246,0.97928765
3.247,0.97924379
3.248,0.97919993
3.249,0.97915607
3.25,0.97911221
3.251,0.97906835
3.252,0.97902448
3.253,0.97898062
3.254,0.97893676
3.255,0.9788929
3.256,0.97884904
3.257,0.97880518
3.258,0.97876132
3.259,0.97871746
3.26,0.9786736
3.261,0.97860969
3.262,0.97854578
3.263,0.97848186
3.264,0.97841795
3.265,0.97835403
3.266,0.97829012
3.267,0.97822621
3.268,0.97816229
3.269,0.97809838
3.27,0.97803446
3.271,0.97797055
3.272,0.97790664
3.273,0.97784272
3.274,0.97777881
3.275,0.97771489
3.276,0.97765098
3.277,0.97758707
3.278,0.97752315
3.279,0.97745924
3.28,0.97739532
3.281,0.97733489
3.282,0.97727447
3.283,0.97721404
3.284,0.97715361
3.285,0.97709318
3.286,0.97703275
3.287,0.97697232
3.288,0.9769119
3.289,0.97685147
3.29,0.97679104
3.291,0.97673061
3.292,0.97667018
3.293,0.97660975
3.294,0.97654932
3.295,0.9764889
3.296,0.97642847
3.297,0.97636804
3.298,0.97630761
3.299,0.97624718
3.3,0.97618675
3.301,0.97610439
3.302,0.97602202
3.303,0.97593966
3.304,0.97585729
3.305,0.97577493
3.306,0.97569256
3.307,0.9756102
3.308,0.97552783
3.309,0.97544547
3.31,0.9753631
3.311,0.97528074
3.312,0.97519837
3.313,0.97511601
3.314,0.97503364
3.315,0.97495127
3.316,0.97486891
3.317,0.97478654
3.318,0.97470418
3.319,0.97462181
3.32,0.97453945
3.321,0.97444392
3.322,0.97434839
3.323,0.97425286
3.324,0.97415733
3.325,0.9740618
3.326,0.97396627
3.327,0.97387074
3.328,0.97377521
3.329,0.97367968
3.33,0.97358415
3.331,0.97348862
3.332,0.97339309
3.333,0.97329756
3.334,0.97320203
3.335,0.9731065
3.336,0.97301097
3.337,0.97291544
3.338,0.97281991
3.339,0.97272438
3.34,0.97262885
3.341,0.97249495
3.342,0.97236106
3.343,0.97222716
3.344,0.97209326
3.345,0.97195937
3.346,0.97182547
3.347,0.97169157
3.348,0.97155768
3.349,0.97142378
3.35,0.97128988
3.351,0.97115599
3.352,0.97102209
3.353,0.97088819
3.354,0.9707543
3.355,0.9706204
3.356,0.9704865
3.357,0.97035261
3.358,0.97021871
3.359,0.97008481
3.36,0.96995092
3.361,0.9698005
3.362,0.96965009
3.363,0.96949968
3.364,0.96934926
3.365,0.96919885
3.366,0.96904843
3.367,0.96889802
3.368,0.9687476
3.369,0.96859719
3.37,0.96844677
3.371,0.96829636
3.372,0.96814595
3.373,0.96799553
3.374,0.96784512
3.375,0.9676947
3.376,0.96754429
3.377,0.96739387
3.378,0.96724346
3.379,0.96709305
3.38,0.96694263
3.381,0.9668135
3.382,0.96668437
3.383,0.96655523
3.384,0.9664261
3.385,0.96629697
3.386,0.96616784
3.387,0.9660387
3.388,0.96590957
3.389,0.96578044
3.39,0.96565131
3.391,0.96552217
3.392,0.96539304
3.393,0.96526391
3.394,0.96513478
3.395,0.96500564
3.396,0.96487651
3.397,0.96474738
3.398,0.96461825
3.399,0.96448912
3.4,0.96435998
3.401,0.9643203
3.402,0.96428062
3.403,0.96424094
3.404,0.96420126
3.405,0.96416158
3.406,0.96412189
3.407,0.96408221
3.408,0.96404253
3.409,0.96400285
3.41,0.96396317
3.411,0.96392349
3.412,0.9638838
3.413,0.96384412
3.414,0.96380444
3.415,0.96376476
3.416,0.96372508
3.417,0.9636854
3.418,0.96364572
3.419,0.96360603
3.42,0.96356635
3.421,0.96345213
3.422,0.9633379
3.423,0.96322367
3.424,0.96310944
3.425,0.96299522
3.426,0.96288099
3.427,0.96276676
3.428,0.96265254
3.429,0.96253831
3.43,0.96242408
3.431,0.96230986
3.432,0.96219563
3.433,0.9620814
3.434,0.96196718
3.435,0.96185295
3.436,0.96173872
3.437,0.96162449
3.438,0.96151027
3.439,0.96139604
3.44,0.96128181
3.441,0.96110147
3.442,0.96092112
3.443,0.96074078
3.444,0.96056043
3.445,0.96038009
3.446,0.96019975
3.447,0.9600194
3.448,0.95983906
3.449,0.95965871
3.45,0.95947837
3.451,0.95929802
3.452,0.95911768
3.453,0.95893733
3.454,0.95875699
3.455,0.95857664
3.456,0.9583963
3.457,0.95821595
3.458,0.95803561
3.459,0.95785526
3.46,0.95767492
3.461,0.95738056
3.462,0.95708621
3.463,0.95679185
3.464,0.9564975
3.465,0.95620314
3.466,0.95590879
3.467,0.95561443
3.468,0.95532007
3.469,0.95502572
3.47,0.95473136
3.471,0.95443701
3.472,0.95414265
3.473,0.9538483
3.474,0.95355394
3.475,0.95325959
3.476,0.95296523
3.477,0.95267087
3.478,0.95237652
3.479,0.95208216
3.48,0.95178781
3.481,0.95170862
3.482,0.95162944
3.483,0.95155025
3.484,0.95147106
3.485,0.95139188
3.486,0.95131269
3.487,0.95123351
3.488,0.95115432
3.489,0.95107514
3.49,0.95099595
3.491,0.95091676
3.492,0.95083758
3.493,0.95075839
3.494,0.95067921
3.495,0.95060002
3.496,0.95052083
3.497,0.95044165
3.498,0.95036246
3.499,0.95028328
3.5,0.95020409
3.501,0.94987465
3.502,0.94954521
3.503,0.94921576
3.504,0.94888632
3.505,0.94855688
3.506,0.94822744
3.507,0.947898
3.508,0.94756855
3.509,0.94723911
3.51,0.94690967
3.511,0.94658023
3.512,0.94625078
3.513,0.94592134
3.514,0.9455919
3.515,0.94526246
3.516,0.94493302
3.517,0.94460357
3.518,0.94427413
3.519,0.94394469
3.52,0.94361525
3.521,0.94348715
3.522,0.94335905
3.523,0.94323096
3.524,0.94310286
3.525,0.94297476
3.526,0.94284667
3.527,0.94271857
3.528,0.94259047
3.529,0.94246238
3.53,0.94233428
3.531,0.94220618
3.532,0.94207809
3.533,0.94194999
3.534,0.94182189
3.535,0.9416938
3.536,0.9415657
3.537,0.9414376
3.538,0.94130951
3.539,0.94118141
3.54,0.94105331
3.541,0.94072932
3.542,0.94040532
3.543,0.94008132
3.544,0.93975733
3.545,0.93943333
3.546,0.93910934
3.547,0.93878534
3.548,0.93846135
3.549,0.93813735
3.55,0.93781335
3.551,0.93748936
3.552,0.93716536
3.553,0.93684137
3.554,0.93651737
3.555,0.93619337
3.556,0.93586938
3.557,0.93554538
3.558,0.93522139
3.559,0.93489739
3.56,0.9345734
3.561,0.93442706
3.562,0.93428072
3.563,0.93413438
3.564,0.93398804
3.565,0.9338417
3.566,0.93369536
3.567,0.93354902
3.568,0.93340268
3.569,0.93325634
3.57,0.93311
3.571,0.93296366
3.572,0.93281732
3.573,0.93267098
3.574,0.93252464
3.575,0.9323783
3.576,0.93223196
3.577,0.93208562
3.578,0.93193928
3.579,0.93179294
3.58,0.9316466
3.581,0.93128814
3.582,0.93092968
3.583,0.93057122
3.584,0.93021277
3.585,0.92985431
3.586,0.92949585
3.587,0.92913739
3.588,0.92877894
3.589,0.92842048
3.59,0.92806202
3.591,0.92770356
3.592,0.9273451
3.593,0.92698665
3.594,0.92662819
3.595,0.92626973
3.596,0.92591127
3.597,0.92555281
3.598,0.92519436
3.599,0.9248359
3.6,0.92447744
3.601,0.92430191
3.602,0.92412638
3.603,0.92395084
3.604,0.92377531
3.605,0.92359978
3.606,0.92342425
3.607,0.92324871
3.608,0.92307318
3.609,0.92289765
3.61,0.92272212
3.611,0.92254658
3.612,0.92237105
3.613,0.92219552
3.614,0.92201998
3.615,0.92184445
3.616,0.92166892
3.617,0.92149339
3.618,0.92131785
3.619,0.92114232
3.62,0.92096679
3.621,0.92049102
3.622,0.92001525
3.623,0.91953948
3.624,0.91906372
3.625,0.91858795
3.626,0.91811218
3.627,0.91763641
3.628,0.91716064
3.629,0.91668487
3.63,0.91620911
3.631,0.91573334
3.632,0.91525757
3.633,0.9147818
3.634,0.91430603
3.635,0.91383026
3.636,0.9133545
3.637,0.91287873
3.638,0.91240296
3.639,0.91192719
3.64,0.91145142
3.641,0.9112389
3.642,0.91102638
3.643,0.91081386
3.644,0.91060134
3.645,0.91038882
3.646,0.9101763
3.647,0.90996378
3.648,0.90975126
3.649,0.90953874
3.65,0.90932622
3.651,0.9091137
3.652,0.90890118
3.653,0.90868866
3.654,0.90847614
3.655,0.90826361
3.656,0.90805109
3.657,0.90783857
3.658,0.90762605
3.659,0.90741353
3.66,0.90720101
3.661,0.90659566
3.662,0.9059903
3.663,0.90538494
3.664,0.90477958
3.665,0.90417423
3.666,0.90356887
3.667,0.90296351
3.668,0.90235816
3.669,0.9017528
3.67,0.90114744
3.671,0.90054209
3.672,0.89993673
3.673,0.89933137
3.674,0.89872602
3.675,0.89812066
3.676,0.8975153
3.677,0.89690995
3.678,0.89630459
3.679,0.89569923
3.68,0.89509388
3.681,0.89488632
3.682,0.89467877
3.683,0.89447121
3.684,0.89426366
3.685,0.8940561
3.686,0.89384855
3.687,0.893641
3.688,0.89343344
3.689,0.89322589
3.69,0.89301833
