wavelength_um,throughput
0.8,0.673903836418406
0.800332066413283,0.673744239919723
0.800664132826565,0.673560466914436
0.800996199239848,0.673377209896195
0.801328265653131,0.673198861462906
0.801660332066413,0.673020546878953
0.801992398479696,0.672842266141029
0.802324464892979,0.672669257048819
0.802656531306261,0.672500308007575
0.802988597719544,0.672307118052524
0.803320664132827,0.67214201003806
0.803652730546109,0.671985588642274
0.803984796959392,0.671829188874056
0.804316863372674,0.671682059248588
0.804648929785957,0.671556734633454
0.80498099619924,0.671428203323352
0.805313062612522,0.671276135408618
0.805645129025805,0.671124080803401
0.805977195439088,0.670983384571213
0.806309261852371,0.670855510474236
0.806641328265653,0.67071224494097
0.806973394678936,0.670585474171826
0.807305461092218,0.670456500669765
0.807637527505501,0.670337349250978
0.807969593918784,0.67021819944791
0.808301660332066,0.670121652174819
0.808633726745349,0.670048987210251
0.808965793158632,0.670020223649181
0.809297859571914,0.670021092211235
0.809629925985197,0.670049453303457
0.80996199239848,0.670113767430893
0.810294058811762,0.670181594776291
0.810626125225045,0.67026723259544
0.810958191638328,0.670360723425083
0.81129025805161,0.670470419063702
0.811622324464893,0.670533959663926
0.811954390878176,0.670565236551923
0.812286457291458,0.670569272070401
0.812618523704741,0.670552533484865
0.812950590118024,0.670493534364123
0.813282656531306,0.670413778194407
0.813614722944589,0.670317907050522
0.813946789357872,0.670198101714601
0.814278855771154,0.670089053895631
0.814610922184437,0.669988309088794
0.81494298859772,0.66991249189182
0.815275055011002,0.669917672807326
0.815607121424285,0.669926927498518
0.815939187837567,0.669946159164646
0.81627125425085,0.6699661451209
0.816603320664133,0.669947978131713
0.816935387077415,0.669927226993301
0.817267453490698,0.669904548952345
0.817599519903981,0.669858009864619
0.817931586317263,0.669757474677253
0.818263652730546,0.669625344325531
0.818595719143829,0.669471429854567
0.818927785557111,0.669268425224034
0.819259851970394,0.669018427596357
0.819591918383677,0.668745968384878
0.819923984796959,0.668517354788457
0.820256051210242,0.668339246910833
0.820588117623525,0.668204902944846
0.820920184036807,0.668120591754277
0.82125225045009,0.668039265670297
0.821584316863373,0.667975970266308
0.821916383276655,0.667927027306473
0.822248449689938,0.667892484324116
0.822580516103221,0.667864883583259
0.822912582516503,0.667855882714683
0.823244648929786,0.667862932431246
0.823576715343069,0.667890428365724
0.823908781756351,0.667875234067315
0.824240848169634,0.667851212827027
0.824572914582917,0.66782304601927
0.824904980996199,0.667747997758224
0.825237047409482,0.667556148445285
0.825569113822765,0.667312032684105
0.825901180236047,0.667044340295989
0.82623324664933,0.666806402269769
0.826565313062612,0.666554560399643
0.826897379475895,0.666302306810985
0.827229445889178,0.666050215004832
0.82756151230246,0.665786742580155
0.827893578715743,0.665539311789212
0.828225645129026,0.665321864389252
0.828557711542308,0.665127950847187
0.828889777955591,0.66508075496626
0.829221844368874,0.66516592436009
0.829553910782156,0.665379954397659
0.829885977195439,0.665608264915908
0.830218043608722,0.665837596704218
0.830550110022004,0.666066896187459
0.830882176435287,0.666299396099875
0.83121424284857,0.66653930309696
0.831546309261852,0.666755459789722
0.831878375675135,0.666949791435316
0.832210442088418,0.667123024934441
0.8325425085017,0.667296543768312
0.832874574914983,0.66741154599762
0.833206641328266,0.667423999177845
0.833538707741548,0.667461185311991
0.833870774154831,0.667590110630076
0.834202840568114,0.667793730035416
0.834534906981396,0.66803787888869
0.834866973394679,0.668303601394026
0.835199039807962,0.668592141594417
0.835531106221244,0.668903033042412
0.835863172634527,0.669243410707425
0.83619523904781,0.669606902624521
0.836527305461092,0.669968973307915
0.836859371874375,0.670314002909461
0.837191438287658,0.670634127301515
0.83752350470094,0.67092287824954
0.837855571114223,0.67117805028482
0.838187637527505,0.671335640127623
0.838519703940788,0.671422857105943
0.838851770354071,0.671492298971023
0.839183836767354,0.671561692435433
0.839515903180636,0.671633088154209
0.839847969593919,0.67171939711806
0.840180036007201,0.671816682385844
0.840512102420484,0.671920121321787
0.840844168833767,0.672048499593665
0.841176235247049,0.672202474983753
0.841508301660332,0.672368119464666
0.841840368073615,0.672546963586228
0.842172434486897,0.672742236593228
0.84250450090018,0.672961753697317
0.842836567313463,0.67321110861628
0.843168633726745,0.673479878533952
0.843500700140028,0.673744995994228
0.843832766553311,0.673982989790706
0.844164832966593,0.674183364237444
0.844496899379876,0.674333502729099
0.844828965793159,0.674466690712793
0.845161032206441,0.674580216345835
0.845493098619724,0.674661910075411
0.845825165033007,0.674768934413585
0.846157231446289,0.674914905990282
0.846489297859572,0.675074093865414
0.846821364272854,0.67520813975487
0.847153430686137,0.675313891430541
0.84748549709942,0.675396260512409
0.847817563512703,0.675462207154976
0.848149629925985,0.675496259495582
0.848481696339268,0.675543623283836
0.84881376275255,0.675597183407805
0.849145829165833,0.675670734611077
0.849477895579116,0.675788258749115
0.849809961992398,0.675925798709896
0.850142028405681,0.676071001535034
0.850474094818964,0.67618081338804
0.850806161232247,0.676271758676253
0.851138227645529,0.676324138108386
0.851470294058812,0.676314970551848
0.851802360472094,0.676077786656781
0.852134426885377,0.675829571467999
0.85246649329866,0.675571581584822
0.852798559711942,0.675313424128315
0.853130626125225,0.675010838580284
0.853462692538508,0.674688056126551
0.85379475895179,0.674351571367509
0.854126825365073,0.674025411681993
0.854458891778356,0.673719447499357
0.854790958191638,0.673424513093494
0.855123024604921,0.673162890386749
0.855455091018204,0.673028357453663
0.855787157431486,0.673037794406925
0.856119223844769,0.673152567584293
0.856451290258052,0.673323497145215
0.856783356671334,0.673494394605228
0.857115423084617,0.673670600622989
0.8574474894979,0.67384189811218
