wave,throughput
2.0037291427124893,1.0
2.003915350871332,1.0
2.0041016739427318,1.0
2.0042881130087693,1.0
2.004474669149059,1.0
2.0046613434399205,1.0
2.0048481369535596,1.0
2.0050350507572383,1.0
2.005222085912454,1.0
2.0054092434741113,1.0
2.0055965244897016,1.0
2.005783929998475,1.0
2.0059714610306174,1.0
2.006159118606425,1.0
2.0063469037354795,1.0
2.0065348174158246,1.0
2.0067228606331415,1.0
2.0069110343599212,1.0
2.0070993395546446,1.0
2.007287777160953,1.0
2.0074763481068274,1.0
2.007665053303762,1.0
2.00785389364594,1.0
2.0080428700094073,1.0
2.008231983251251,1.0
2.008421234208772,1.0
2.0086106236986625,1.0
2.0088001525161796,1.0
2.0089898214343207,1.0
2.009179631203001,1.0
2.0093695825482256,1.0
2.0095596761712686,1.0
2.0097499127478446,1.0
2.0099402929272867,1.0
2.010130817331721,1.0
2.010321486555242,1.0
2.0105123011630885,1.0
2.0107032616908174,1.0
2.0108943686434806,1.0
2.0110856224947997,1.0
2.0112770236863415,1.0
2.0114685726266934,1.0
2.011660269690639,1.0
2.011852115218333,1.0
2.0120441095144757,1.0
2.01223625284749,1.0
2.0124285454486976,1.0
2.0126209875114904,1.0
2.0128135791905093,1.0
2.0130063206008195,1.0
2.013199211817083,1.0
2.013392252872738,1.0
2.0135854437591707,1.0
2.013778784424892,1.0
2.0139722747747135,1.0
2.0141659146689226,1.0
2.0143597039224566,1.0
2.01455364230408,1.0
2.0147477295355576,1.0
2.0149419652908325,1.0
2.015136349195199,1.0
2.0153308808244796,1.0
2.0155255597041997,1.0
2.015720385308762,1.0
2.0159153570606247,1.0
2.0161104743294733,1.0
2.0163057364313985,1.0
2.0165011426280715,1.0
2.0166966921259166,1.0
2.01689238407529,1.0
2.017088217569654,1.0
2.017284191644751,1.0
2.0174803052777794,1.0
2.0176765573865714,1.0
2.017872946828765,1.0
2.018069472400981,1.0
2.0182661328379985,1.0
2.0184629268119294,1.0
2.0186598529313944,1.0
2.0188569097406983,1.0
2.019054095719005,1.0
2.0192514092795126,1.0
2.0194488487686306,1.0
2.019646412465153,1.0
2.0198440985794344,1.0
2.0200419052525658,1.0
2.02023983055555,1.0
2.020437872488475,1.0
2.0206360289796934,1.0
2.020834297884994,1.0
2.0210326769867777,1.0
2.0212311639932348,1.0
2.0214297565375188,1.0
2.0216284521769223,1.0
2.0218272483920523,1.0
2.0220261425860047,1.0
2.0222251320835407,1.0
2.022424214130262,1.0
2.0226233858917864,1.0
2.0228226444529223,1.0
2.023021986816844,1.0
2.0232214099042687,1.0
2.02342091055263,1.0
2.0236204855152535,1.0
2.0238201314605337,1.0
2.0240198449711078,1.0
2.024219622543031,1.0
2.024419460584953,1.0
2.024619355417293,1.0
2.0248193032714137,1.0
2.0250193002887986,1.0
2.0252193425202267,1.0
2.025419425924947,1.0
2.025619546369855,1.0
2.025819699628667,1.0
2.0260198813810963,1.0
2.026220087212028,1.0
2.026420312610696,1.0
2.026620552969854,1.0
2.026820803584958,1.0
2.0270210596533333,1.0
2.0272213162733563,1.0
2.027421568443628,1.0
2.027621811062147,1.0
2.027822038925489,1.0
2.028022246727978,1.0
2.028222429060865,1.0
2.028422580411501,1.0
2.0286226951625137,1.0
2.028822767590983,0.0
2.047024763461932,0.0
2.0472091104256527,1.0
2.047393678343851,1.0
2.0475784654281193,1.0
2.0477634698985865,1.0
2.0479486899839214,1.0
2.0481341239213338,1.0
2.0483197699565774,1.0
2.0485056263439536,1.0
2.0486916913463133,1.0
2.04887796323506,1.0
2.049064440290152,1.0
2.049251120800105,1.0
2.0494380030619954,1.0
2.049625085381463,1.0
2.049812366072713,1.0
2.0499998434585196,1.0
2.050187515870227,1.0
2.0503753816477546,1.0
2.050563439139597,1.0
2.0507516867028284,1.0
2.0509401227031048,1.0
2.0511287455146676,1.0
2.051317553520344,1.0
2.0515065451115517,1.0
2.051695718688301,1.0
2.0518850726591973,1.0
2.0520746054414443,1.0
2.052264315460845,1.0
2.0524542011518077,1.0
2.0526442609573445,1.0
2.052834493329078,1.0
2.05302489672724,1.0
2.053215469620679,1.0
2.053406210486857,1.0
2.053597117811858,1.0
2.0537881900903865,1.0
2.053979425825772,1.0
2.0541708235299714,1.0
2.054362381723572,1.0
2.054554098935793,1.0
2.05474597370449,1.0
2.0549380045761554,1.0
2.0551301901059236,1.0
2.0553225288575714,1.0
2.055515019403523,1.0
2.05570766032485,1.0
2.0559004502112757,1.0
2.056093387661178,1.0
2.0562864712815916,1.0
2.056479699688211,1.0
2.056673071505391,1.0
2.056866585366154,1.0
2.057060239912188,1.0
2.057254033793851,1.0
2.0574479656701765,1.0
2.05764203420887,1.0
2.057836238086317,1.0
2.0580305759875843,1.0
2.058225046606422,1.0
2.0584196486452657,1.0
2.0586143808152406,1.0
2.0588092418361637,1.0
2.0590042304365457,1.0
2.059199345353595,1.0
2.0593945853332185,1.0
2.0595899491300265,1.0
2.0597854355073344,1.0
2.059981043237164,1.0
2.060176771100249,1.0
2.0603726178860353,1.0
2.0605685823926847,1.0
2.060764663427077,1.0
2.060960859804814,1.0
2.0611571703502203,1.0
2.061353593896347,1.0
2.061550129284976,1.0
2.0617467753666183,1.0
2.0619435310005207,1.0
2.062140395054668,1.0
2.062337366405783,1.0
2.0625344439393327,1.0
2.0627316265495277,1.0
2.0629289131393285,1.0
2.0631263026204434,1.0
2.0633237939133364,1.0
2.0635213859472263,1.0
2.06371907766009,1.0
2.063916867998667,1.0
2.0641147559184594,1.0
2.0643127403837362,1.0
2.0645108203675364,1.0
2.06470899485167,1.0
2.0649072628267224,1.0
2.0651056232920557,1.0
2.065304075255812,1.0
2.0655026177349174,1.0
2.065701249755081,1.0
2.065899970350802,1.0
2.066098778565369,1.0
2.0662976734508645,1.0
2.0664966540681675,1.0
2.0666957194869546,1.0
2.0668948687857047,1.0
2.0670941010517008,1.0
2.0672934153810316,1.0
2.067492810878597,1.0
2.067692286658107,1.0
2.0678918418420884,1.0
2.0680914755618844,1.0
2.0682911869576577,1.0
2.068490975178395,1.0
2.0686908393819086,1.0
2.0688907787348376,1.0
2.069090792412654,1.0
2.0692908795996607,1.0
2.069491039489,1.0
2.06969127128265,1.0
2.069891574191432,1.0
2.070091947435012,1.0
2.0702923902419017,1.0
2.0704929018494633,1.0
2.0706934815039113,1.0
2.070894128460314,1.0
2.0710948419825983,1.0
2.0712956213435514,1.0
2.071496465824824,1.0
2.0716973747169307,1.0
2.071898347319257,1.0
2.0720993829400567,1.0
2.072300480896459,1.0
2.07250164051447,1.0
2.0727028611289726,1.0
2.0729041420837335,1.0
2.0731054827314037,1.0
2.07330688243352,1.0
2.07350834056051,1.0
2.073709856491693,1.0
2.0739114296152845,1.0
2.0741130593283974,1.0
2.074314745037044,1.0
2.074516486156141,1.0
2.074718282109511,1.0
2.074920132329885,1.0
2.075122036258904,1.0
2.0753239933471237,1.0
2.075526003054017,1.0
2.0757280648479757,1.0
2.0759301782063124,1.0
2.0761323426152662,1.0
2.0763345575700014,1.0
2.076536822574614,1.0
2.0767391371421318,1.0
2.076941500794518,1.0
2.077143913062673,1.0
2.0773463734864395,1.0
2.0775488816146024,1.0
2.0777514370048924,1.0
2.07795403922399,1.0
2.078156687847526,1.0
2.0783593824600857,1.0
2.0785621226552107,1.0
2.078764908035403,1.0
2.0789677382121257,1.0
2.079170612805807,1.0
2.0793735314458424,1.0
2.0795764937705976,1.0
2.0797794994274112,1.0
2.0799825480725973,1.0
2.0801856393714475,1.0
2.0803887729982353,1.0
2.0805919486362168,1.0
2.080795165977635,1.0
2.0809984247237203,1.0
2.0812017245846968,1.0
2.0814050652797813,1.0
2.0816084465371874,1.0
2.081811868094129,1.0
2.0820153296968225,1.0
2.082218831100488,1.0
2.0824223720693547,1.0
2.08262595237666,1.0
2.0828295718046563,1.0
2.083033230144611,1.0
2.083236927196809,0.0
2.103409385442543,0.0
2.1036003460877457,1.0
2.10379129298572,1.0
2.1039822439327667,1.0
2.104173215965305,1.0
2.104364225371966,1.0
2.1045552877056863,1.0
2.104746417795806,1.0
2.104937629760161,1.0
2.1051289370171795,1.0
2.105320352297976,1.0
2.1055118876584484,1.0
2.1057035544913694,1.0
2.1058953635384854,1.0
2.1060873249026084,1.0
2.106279448059714,1.0
2.1064717418710326,1.0
2.106664214595148,1.0
2.1068568739000915,1.0
2.1070497268754345,1.0
2.107242780044387,1.0
2.107436039375891,1.0
2.1076295102967135,1.0
2.107823197703546,1.0
2.1080171059750965,1.0
2.1082112389841843,1.0
2.1084056001098355,1.0
2.1086001922493796,1.0
2.108795017830542,1.0
2.1089900788235414,1.0
2.1091853767531825,1.0
2.1093809127109524,1.0
2.1095766873671153,1.0
2.1097727009828087,1.0
2.1099689534221353,1.0
2.1101654441642617,1.0
2.11036217231551,1.0
2.1105591366214567,1.0
2.1107563354790235,1.0
2.110953766948575,1.0
2.111151428766014,1.0
2.1113493183548733,1.0
2.111547432838415,1.0
2.111745769051723,1.0
2.1119443235537987,1.0
2.1121430926396543,1.0
2.1123420723524107,1.0
2.112541258495391,1.0
2.112740646644215,1.0
2.112940232158896,1.0
2.1131400101959334,1.0
2.113339975720409,1.0
2.1135401235180833,1.0
2.1137404482074875,1.0
2.1139409442520214,1.0
2.114141605972047,1.0
2.114342427556983,1.0
2.1145434030774015,1.0
2.114744526497121,1.0
2.1149457916853036,1.0
2.115147192428548,1.0
2.115348722442986,1.0
2.115550375386376,1.0
2.1157521448702,1.0
2.1159540244717565,1.0
2.116156007746257,1.0
2.116358088238921,1.0
2.11656025949707,1.0
2.1167625150822227,1.0
2.1169648485821906,1.0
2.117167253623174,1.0
2.1173697238818536,1.0
2.117572253097489,1.0
2.1177748350840133,1.0
2.1179774637421254,1.0
2.118180133071388,1.0
2.1183828371823203,1.0
2.1185855703084955,1.0
2.118788326818634,1.0
2.1189911012286986,1.0
2.11919388821399,1.0
2.1193966826212414,1.0
2.1195994794807143,1.0
2.1198022740182925,1.0
2.120005061667577,1.0
2.120207838081983,1.0
2.1204105991468323,1.0
2.1206133409914494,1.0
2.120816060001257,1.0
2.1210187528298707,1.0
2.1212214164111938,1.0
2.1214240479715123,1.0
2.1216266450415904,1.0
2.1218292054687646,1.0
2.1220317274290394,1.0
2.1222342094391826,1.0
2.1224366503688192,1.0
2.122639049452528,1.0
2.1228414063019345,1.0
2.123043720917808,1.0
2.1232459937021555,1.0
2.1234482254703173,1.0
2.1236504174630606,1.0
2.1238525713586767,1.0
2.1240546892850745,1.0
2.1242567738318754,1.0
2.1244588280625094,1.0
2.1246608555263093,1.0
2.1248628602706057,1.0
2.1250648468528226,1.0
2.1252668203525724,1.0
2.125468786383749,1.0
2.1256707511066257,1.0
2.1258727212399493,1.0
2.1260747040730332,1.0
2.126276707477855,1.0
2.1264787399211498,1.0
2.1266808104765063,1.0
2.126882928836461,1.0
2.1270851053245936,1.0
2.127287350907622,1.0
2.127489677207498,1.0
2.1276920965134996,1.0
2.12789462179433,1.0
2.1280972667102103,1.0
2.1283000456249734,1.0
2.1285029736181618,1.0
2.128706066497121,1.0
2.1289093408090944,1.0
2.129112813853319,1.0
2.12931650369312,1.0
2.129520429168005,1.0
2.129724609905762,1.0
2.1299290663345496,1.0
2.130133819694997,1.0
2.130338892052296,1.0
2.130544306308296,1.0
2.1307500862136006,1.0
2.1309562563796614,1.0
2.1311628422908733,1.0
2.13136987031667,1.0
2.1315773677236187,1.0
2.131785362687514,1.0
2.131993884305475,1.0
2.132202962608039,1.0
2.132412628571256,1.0
2.1326229141287856,1.0
2.1328338521839894,1.0
2.1330454766220295,1.0
2.13325782232196,1.0
2.1334709251688233,1.0
2.1336848220657463,1.0
2.133899550946034,1.0
2.134115150785265,1.0
2.1343316616133863,1.0
2.1345491245268087,1.0
2.134767581700501,1.0
2.134987076400087,1.0
2.1352076529939366,1.0
2.1354293569652656,1.0
2.135652234924228,1.0
2.1358763346200105,1.0
2.1361017049529294,1.0
2.136328395986524,1.0
2.136556458959652,1.0
2.136785946298586,1.0
2.1370169116291065,1.0
2.1372494097885975,1.0
2.137483496838142,1.0
2.1377192300746173,1.0
2.137956668042788,1.0
2.138195870547404,1.0
2.1384368986652924,1.0
2.1386798147574555,1.0
2.138924682481164,1.0
2.1391715668020512,1.0
2.139420534006211,1.0
2.1396716517122902,1.0
2.1399249888835845,1.0
2.1401806158401335,1.0
2.1404386042708152,1.0
2.140699027245442,1.0
2.140961959226855,1.0
2.14122747608302,1.0
2.1414956550991198,0.0
2.162490731463928,0.0
2.1627131459949283,1.0
2.1629349543759253,1.0
2.16315616837355,1.0
2.1633767997627196,1.0
2.163596860323936,1.0
2.1638163618405866,1.0
2.1640353160962422,1.0
2.164253734871957,1.0
2.164471629943568,1.0
2.1646890130789918,1.0
2.164905896035529,1.0
2.1651222905571577,1.0
2.165338208371837,1.0
2.165553661188803,1.0
2.1657686606958713,1.0
2.165983218556733,1.0
2.166197346408256,1.0
2.1664110558577843,1.0
2.1666243584804366,1.0
2.166837265816404,1.0
2.167049789368253,1.0
2.167261940598221,1.0
2.1674737309255176,1.0
2.167685171723624,1.0
2.16789627431759,1.0
2.168107049981336,1.0
2.1683175099349508,1.0
2.1685276653419914,1.0
2.168737527306781,1.0
2.1689471068717103,1.0
2.169156415014534,1.0
2.1693654626456733,1.0
2.1695742606055126,1.0
2.1697828196616995,1.0
2.169991150506444,1.0
2.1701992637538194,1.0
2.1704071699370577,1.0
2.1706148795058526,1.0
2.170822402823657,1.0
2.1710297501649825,1.0
2.171236931712698,1.0
2.1714439575553306,1.0
2.1716508376843637,1.0
2.171857581991535,1.0
2.1720642002661394,1.0
2.172270702192324,1.0
2.17247709734639,1.0
2.1726833951940905,1.0
2.172889605087932,1.0
2.1730957362644707,1.0
2.1733017978416136,1.0
2.1735077988159173,1.0
2.1737137480598867,1.0
2.1739196543192754,1.0
2.1741255262103842,1.0
2.1743313722173596,1.0
2.1745372006894947,1.0
2.174743019838527,1.0
2.174948837735939,1.0
2.1751546623102556,1.0
2.175360501344345,1.0
2.175566362472717,1.0
2.175772253178823,1.0
2.1759781807923546,1.0
2.176184152486543,1.0
2.1763901752754578,1.0
2.176596256011307,1.0
2.1768024013817366,1.0
2.177008617907128,1.0
2.1772149119378996,1.0
2.1774212896518037,1.0
2.177627757051228,1.0
2.1778343199604926,1.0
2.178040984023151,1.0
2.178247754699289,1.0
2.178454637262823,1.0
2.1786616367988,1.0
2.1788687582006965,1.0
2.179076006167718,1.0
2.1792833852020994,1.0
2.1794908996064013,1.0
2.1796985534808115,1.0
2.179906350720444,1.0
2.180114295012638,1.0
2.1803223898342563,1.0
2.1805306384489858,1.0
2.180739043904637,1.0
2.18094760903044,1.0
2.1811563364343494,1.0
2.181365228500338,1.0
2.1815742873856996,1.0
2.181783515018346,1.0
2.1819929130941085,1.0
2.1822024830740347,1.0
2.1824122261816896,1.0
2.1826221434004536,1.0
2.182832235470823,1.0
2.1830425028877087,1.0
2.183252945897734,1.0
2.183463564496536,1.0
2.183674358426064,1.0
2.183885327171878,1.0
2.18409646996045,1.0
2.18430778575646,1.0
2.184519273260098,1.0
2.184730930904363,1.0
2.1849427568523603,1.0
2.185154748994603,1.0
2.18536690494631,1.0
2.1855792220447046,1.0
2.1857916973463154,1.0
2.186004327624275,1.0
2.1862171093656184,1.0
2.1864300387685827,1.0
2.1866431117399077,1.0
2.1868563238921315,1.0
2.187069670540895,1.0
2.1872831467022356,1.0
2.187496747089891,1.0
2.187710466112596,1.0
2.187924297871382,1.0
2.188138236156876,1.0
2.1883522744466015,1.0
2.188566405902276,1.0
2.188780623367111,1.0
2.1889949193631106,1.0
2.1892092860883716,1.0
2.189423715414382,1.0
2.1896381988833213,1.0
2.189852727705358,1.0
2.1900672927559506,1.0
2.1902818845731455,1.0
2.190496493354877,1.0
2.190711108956267,1.0
2.190925720886922,1.0
2.191140318308236,1.0
2.1913548900306865,1.0
2.191569424511134,1.0
2.1917839098501237,1.0
2.191998333789183,1.0
2.1922126837081195,1.0
2.192426946622323,1.0
2.192641109180063,1.0
2.192855157659788,1.0
2.1930690779674262,1.0
2.1932828556336816,1.0
2.1934964758113367,1.0
2.19370992327255,1.0
2.1939231824061554,1.0
2.194136237214961,1.0
2.1943490713130496,1.0
2.1945616679230775,1.0
2.194774009873572,1.0
2.1949860795962333,1.0
2.195197859123232,1.0
2.1954093300845092,1.0
2.195620473705075,1.0
2.195831270802309,1.0
2.196041701783257,1.0
2.1962517466419333,1.0
2.1964613849566184,1.0
2.196670595887157,1.0
2.196879358172261,1.0
2.197087650126804,1.0
2.1972954496391246,1.0
2.197502734168322,1.0
2.19770948074156,1.0
2.1979156659513603,1.0
2.198121265952907,1.0
2.198326256461342,1.0
2.1985306127490682,1.0
2.1987343096430436,1.0
2.1989373215220858,1.0
2.199139622314167,1.0
2.1993411854937164,1.0
2.1995419840789174,1.0
2.199741990629007,1.0
2.1999411772415773,1.0
2.200139515549871,1.0
2.2003369767200835,1.0
2.2005335314486616,1.0
2.2007291499596016,1.0
2.2009238020017503,1.0
2.2011174568461023,0.0
2.2261641305145465,0.0
2.2263665770859813,1.0
2.2265695224135595,1.0
2.226772943474542,1.0
2.2269768179641027,1.0
2.227181124285758,1.0
2.2273858415417855,1.0
2.227590949523652,1.0
2.2277964287024346,1.0
2.2280022602192475,1.0
2.228208425875663,1.0
2.228414908124138,1.0
2.2286216900584357,1.0
2.228828755404052,1.0
2.2290360885086367,1.0
2.229243674332421,1.0
2.2294514984386375,1.0
2.2296595469839473,1.0
2.2298678067088624,1.0
2.2300762649281705,1.0
2.230284909521358,1.0
2.230493728923035,1.0
2.230702712113358,1.0
2.230911848608456,1.0
2.2311211284508516,1.0
2.231330542199889,1.0
2.231540080922152,1.0
2.2317497361818943,1.0
2.2319595000314596,1.0
2.232169365001707,1.0
2.232379324092434,1.0
2.2325893707628017,1.0
2.232799498921758,1.0
2.2330097029184612,1.0
2.233219977532705,1.0
2.2334303179653423,1.0
2.233640719828708,1.0
2.2338511791370443,1.0
2.2340616922969248,1.0
2.2342722560976767,1.0
2.2344828677018063,1.0
2.234693524635423,1.0
2.234904224778663,1.0
2.2351149663561127,1.0
2.2353257479272335,1.0
2.235536568376785,1.0
2.2357474269052493,1.0
2.235958323019256,1.0
2.2361692565220044,1.0
2.236380227503689,1.0
2.236591236331921,1.0
2.236802283642157,1.0
2.2370133703281176,1.0
2.237224497532215,1.0
2.237435666635975,1.0
2.2376468792504625,1.0
2.2378581372067043,1.0
2.238069442546114,1.0
2.2382807975109147,1.0
2.2384922045345643,1.0
2.238703666232179,1.0
2.238915185390957,1.0
2.2391267649606026,1.0
2.23933840804375,1.0
2.2395501178863886,1.0
2.2397618978682847,1.0
2.239973751493407,1.0
2.240185682380351,1.0
2.2403976942527613,1.0
2.240609790929757,1.0
2.2408219763163544,1.0
2.241034254393893,1.0
2.241246629210458,1.0
2.2414591048713026,1.0
2.2416716855292766,1.0
2.241884375375246,1.0
2.2420971786285193,1.0
2.24231009952727,1.0
2.2425231423189618,1.0
2.2427363112507726,1.0
2.2429496105600175,1.0
2.2431630444645734,1.0
2.243376617153303,1.0
2.2435903327764786,1.0
2.2438041954362054,1.0
2.2440182091768475,1.0
2.2442323779754494,1.0
2.244446705732162,1.0
2.2446611962606653,1.0
2.244875853278592,1.0
2.2450906803979547,1.0
2.245305681115564,1.0
2.2455208588034585,1.0
2.2457362166993255,1.0
2.2459517578969255,1.0
2.246167485336516,1.0
2.2463834017952764,1.0
2.2465995098777314,1.0
2.246815812006174,1.0
2.247032310411092,1.0
2.2472490071215887,1.0
2.24746590395581,1.0
2.2476830025113657,1.0
2.2479003041557557,1.0
2.248117810016793,1.0
2.248335520973027,1.0
2.248553437644168,1.0
2.2487715603815124,1.0
2.248989889258365,1.0
2.2492084240604635,1.0
2.249427164276402,1.0
2.249646109088057,1.0
2.2498652573610083,1.0
2.2500846076349656,1.0
2.250304158114191,1.0
2.2505239066579232,1.0
2.2507438507708026,1.0
2.250963987593294,1.0
2.2511843138921095,1.0
2.251404826050636,1.0
2.251625520059356,1.0
2.2518463915062723,1.0
2.252067435567334,1.0
2.2522886469968566,1.0
2.25251002011795,1.0
2.25273154881294,1.0
2.252953226513792,1.0
2.253175046192537,1.0
2.253397000351695,1.0
2.253619081014697,1.0
2.253841279716311,1.0
2.254063587493066,1.0
2.254285994873675,1.0
2.2545084918694585,1.0
2.2547310679647703,1.0
2.25495371210742,1.0
2.255176412699099,1.0
2.2553991575858,1.0
2.255621934048247,1.0
2.2558447287923133,1.0
2.256067527939451,1.0
2.256290317017111,1.0
2.2565130809491682,1.0
2.256735804046346,1.0
2.25695846999664,1.0
2.257181061855741,1.0
2.257403562037461,1.0
2.2576259523041555,1.0
2.257848213757147,1.0
2.2580703268271516,1.0
2.2582922712647004,1.0
2.2585140261305643,1.0
2.258735569786178,1.0
2.258956879884065,1.0
2.2591779333582593,1.0
2.259398706414731,1.0
2.2596191745218115,1.0
2.2598393124006133,1.0
2.260059094015458,1.0
2.2602784925643,1.0
2.2604974804691476,1.0
2.2607160293664887,1.0
2.260934110097716,1.0
2.261151692699549,1.0
2.2613687463944596,1.0
2.2615852395810934,1.0
2.2618011398246973,1.0
2.262016413847541,1.0
2.2622310275193422,1.0
2.2624449458476885,1.0
2.2626581329684643,1.0
2.262870552136273,1.0
2.2630821657148616,1.0
2.2632929351675437,1.0
2.2635028210476245,1.0
2.263711782988825,1.0
2.263919779695705,1.0
2.2641267689340867,1.0
2.2643327075214814,1.0
2.26453755131751,1.0
2.264741255214329,1.0
2.2649437731270545,1.0
2.265145057984184,1.0
2.2653450617180244,1.0
2.2655437352551124,0.0
