StarName,RA,Dec,Distance,Flux Ratio,AngSep,ProjAU,Phase,SMA,Ecc,Inc,PlanetMass,PlanetRadius,PlanetLogg,StarSpT,StarMass,StarTeff,StarRad,StarLogg,StarBMag,StarVmag,StarRmag,StarImag,StarJmag,StarHmag,StarKmag
HIP 746,2.2920401096343994,59.15021896362305,16.78,2.4899195765737184e-09,10.997781781738878,0.2079577613681242,2.049907310724879,0.1609295217300409,0.3845346496742027,152.50252903995855,3.6019407336339144,1.5256659724142763,3.1807727244526167,F2III-IV,2.2747810127009456,7100.667766194713,3.6563651245029543,3.6689081061787854,2.6199999999999997,2.26,0.0,0.0,1.714,1.585,1.4799999999999998
HIP 746,2.2920401096343994,59.15021896362305,16.78,1.0426065084413547e-10,37.43869211462497,0.7575123195273129,2.1637003347528734,0.5655884901659735,0.3619356636051258,139.8846907687438,1.574110325061891,1.587145284814307,2.7869568831222216,F2III-IV,2.2747810127009456,7100.667766194713,3.6563651245029543,3.6689081061787854,2.6199999999999997,2.26,0.0,0.0,1.714,1.585,1.4799999999999998
HIP 897,2.768588066101074,-5.783994197845459,25.54,1.0022760675953137e-10,318.6973180893512,8.16617647209199,1.489989568491075,5.435837936991802,0.5653132172612928,134.35490579586067,28.22488636219159,4.9269390871979715,3.0566328979587567,M2,0.6110980577856667,3917.9429398899183,0.348305768071206,5.140257197547213,12.28,10.86,0.0,0.0,7.976,7.314,7.119999999999999
HIP 897,2.768588066101074,-5.783994197845459,25.54,1.46933392418203e-10,38.91497243141812,0.9993358604460183,1.6752572710335565,1.3530216743783565,0.3733671036579623,104.416917598731,0.37022701031918953,0.7771940830841717,2.7785642108061595,M2,0.6110980577856667,3917.9429398899183,0.348305768071206,5.140257197547213,12.28,10.86,0.0,0.0,7.976,7.314,7.119999999999999
HIP 897,2.768588066101074,-5.783994197845459,25.54,1.3359287477306443e-10,51.45796547863605,1.3337790648804388,1.7421905668119415,1.5333309164175326,0.26936856198859105,73.70891339154075,1.3548502870752035,0.9497687454763936,3.1678106417882974,M2,0.6110980577856667,3917.9429398899183,0.348305768071206,5.140257197547213,12.28,10.86,0.0,0.0,7.976,7.314,7.119999999999999
HIP 910,2.816283941268921,-15.467323303222656,18.75,1.1060627619234671e-10,238.87018898314196,5.036140302637276,1.095888869546447,4.459245897844158,0.1744123563677854,139.4980220362722,6.082036610331402,2.4534882326769423,2.9956361532256603,F5V,1.3285584306072664,6434.592641259216,1.481887188039644,4.219818000404028,5.38,4.89,0.0,0.0,4.153,3.8,3.5999999999999996
HIP 916,2.8370280265808105,58.34986114501953,28.08,1.5989410622488625e-10,26.946243021412762,2.268333496259667,0.34008911244849716,2.2046795248512496,0.02888707260032361,96.56880302217742,0.6061499629866733,0.8601093570338012,2.9046278202735936,K7,0.681455288351444,4212.905144216474,0.6195690699722946,4.687325535778628,10.75,9.5,0.0,0.0,7.189,6.593,6.470000000000001
HIP 916,2.8370280265808105,58.34986114501953,28.08,2.3118314690145225e-10,52.60932597949686,2.7975421520501196,0.5563143553105702,2.335749726675437,0.3852479789520741,81.9864502612228,0.8254316668435182,1.262656914209637,2.705265485608667,K7,0.681455288351444,4212.905144216474,0.6195690699722946,4.687325535778628,10.75,9.5,0.0,0.0,7.189,6.593,6.470000000000001
HIP 916,2.8370280265808105,58.34986114501953,28.08,1.0240361824097972e-09,175.7942517088059,5.459479472123731,1.1294348589662726,4.958964050040284,0.12667326785220717,149.8004444113235,110.03488814376342,7.432453281452215,3.2904211122272256,K7,0.681455288351444,4212.905144216474,0.6195690699722946,4.687325535778628,10.75,9.5,0.0,0.0,7.189,6.593,6.470000000000001
HIP 916,2.8370280265808105,58.34986114501953,28.08,2.8963595430724856e-10,64.17563432700997,1.8073524162389683,1.494190382760133,3.8493831656543294,0.6915236610531246,113.23864218095369,5.225432807319041,1.612036543430946,3.294527584277011,K7,0.681455288351444,4212.905144216474,0.6195690699722946,4.687325535778628,10.75,9.5,0.0,0.0,7.189,6.593,6.470000000000001
HIP 974,3.0159919261932373,27.099153518676758,26.36,3.6387120515272964e-10,17.74538871150514,0.5267998514531664,1.0928543390428367,0.5894421562542786,0.3025652483596236,96.25643970437383,0.0758732862865206,0.6693699293171551,2.219911580405416,K0,0.7902481600189478,4671.844617825824,0.6836355097752175,4.666181894623267,9.729999999999999,8.7,0.0,0.0,6.88,6.412,6.299999999999999
HIP 974,3.0159919261932373,27.099153518676758,26.36,2.0834806328498402e-10,13.637426774474086,0.8020285029064852,2.6768232235620673,0.9642824143398026,0.3128368631660209,80.39089421280087,99.539185201476,4.822545700774748,3.6225964595364726,K0,0.7902481600189478,4671.844617825824,0.6836355097752175,4.666181894623267,9.729999999999999,8.7,0.0,0.0,6.88,6.412,6.299999999999999
HIP 974,3.0159919261932373,27.099153518676758,26.36,6.862698826001575e-10,14.007329682767763,0.47139278041068366,0.8999268367437951,0.34565634528469186,0.4837086272656378,101.15005516705203,0.1937396066448365,0.7288092707795403,2.5531457187618996,K0,0.7902481600189478,4671.844617825824,0.6836355097752175,4.666181894623267,9.729999999999999,8.7,0.0,0.0,6.88,6.412,6.299999999999999
HIP 974,3.0159919261932373,27.099153518676758,26.36,6.270355884325074e-10,253.2417260473931,6.805194418445165,1.3752145841794219,8.980116739668311,0.24765946415865073,82.92882275632094,560.4804352293667,11.914925935804053,3.5875328450181803,K0,0.7902481600189478,4671.844617825824,0.6836355097752175,4.666181894623267,9.729999999999999,8.7,0.0,0.0,6.88,6.412,6.299999999999999
HIP 1006,3.1391379833221436,21.714141845703125,27.94,5.403857743739897e-10,29.77858110529456,1.3371300651168192,0.671598731222965,1.2994111399481671,0.15078326058670266,58.793623651454865,0.6674913567379859,1.140764662232545,2.7012086094857466,,0.5616223376453673,3823.8388417760084,0.2754756574229356,5.307345543783618,13.15,11.67,0.0,0.0,8.837,8.277,8.04
HIP 1006,3.1391379833221436,21.714141845703125,27.94,1.623738175967432e-09,35.05213424230439,1.3963175369410314,0.777339189867222,0.8553583635703284,0.6530004359193697,54.07587324441553,20.694038613368882,2.984015981214429,3.357398047636097,,0.5616223376453673,3823.8388417760084,0.2754756574229356,5.307345543783618,13.15,11.67,0.0,0.0,8.837,8.277,8.04
HIP 1006,3.1391379833221436,21.714141845703125,27.94,5.7843554780863655e-08,4.510379203167129,0.12628334454118265,1.6353890802285551,0.11302635736396861,0.25573436255725435,174.18781944054072,18.200791491238732,2.975692858412023,3.3040691509900046,,0.5616223376453673,3823.8388417760084,0.2754756574229356,5.307345543783618,13.15,11.67,0.0,0.0,8.837,8.277,8.04
HIP 1031,3.2099130153656006,-57.912696838378906,20.19,1.417255196652869e-09,34.55827171555276,0.9669493399402856,0.8060820589788571,1.1311039538481082,0.6823065974328296,55.78356157194012,5.815041982634028,1.8174541080975655,3.236781029594848,K0V,0.9673890681944209,5341.708650122388,0.7918299281069348,4.626404977962656,8.0,7.22,0.0,0.0,5.852,5.47,5.38
HIP 1068 A,3.310992956161499,69.32759094238281,20.04,5.016788574898694e-10,511.74461529979595,14.127684101896511,0.8123498538454014,14.036827662903816,0.26874302980051645,78.46272978070496,3594.0,15.951577126486619,4.141125898634533,M6,0.47472168138433046,3950.392766032684,0.12866877009912697,5.895560395065016,13.860000000000001,12.46,0.0,0.0,8.556,7.984,7.740000000000001
HIP 1068 A,3.310992956161499,69.32759094238281,20.04,1.628347915878737e-08,4.267913764127549,0.12360577551023466,0.7641863290804843,0.17097511328332685,0.4953817552057909,133.48146851230774,2.0110182345102623,1.0179167729455343,3.2791465492432375,M6,0.47472168138433046,3950.392766032684,0.12866877009912697,5.895560395065016,13.860000000000001,12.46,0.0,0.0,8.556,7.984,7.740000000000001
HIP 1068 A,3.310992956161499,69.32759094238281,20.04,1.4596661072393335e-09,17.55497366259848,0.35189939500989403,1.5472288129366871,0.24148936014445474,0.4718560666867537,5.228750186239708,0.9252408260734669,1.230745451136714,2.7770733910717444,M6,0.47472168138433046,3950.392766032684,0.12866877009912697,5.895560395065016,13.860000000000001,12.46,0.0,0.0,8.556,7.984,7.740000000000001
HIP 1068 A,3.310992956161499,69.32759094238281,20.04,1.0499212784956267e-08,51.297988510683204,1.0737309884804456,1.2779294720280214,1.3487700543326735,0.42379536916299076,58.85226336434234,90.88349866079255,6.083989447128949,3.381263215127558,M6,0.47472168138433046,3950.392766032684,0.12866877009912697,5.895560395065016,13.860000000000001,12.46,0.0,0.0,8.556,7.984,7.740000000000001
HIP 1083 A,3.3717920780181885,-36.82792663574219,28.18,1.64199737510941e-10,178.97692226560895,6.449150764691508,0.8979512679446965,4.808272256210901,0.38738501357732813,141.44550183173268,20.32510606921278,3.0621375116420473,3.3271385232641353,,0.6214097369462676,3886.043480299591,0.4071755248167412,5.01188235165222,12.209999999999999,10.77,0.0,0.0,7.803,7.183,6.959999999999999
