#sep[lam/D]  Contrast:   X          Y             Diag.
0 4.54315e-07 4.54315e-07 4.54315e-07
1 1.72894e-06 1.37509e-06 1.75109e-06
2 2.14413e-06 1.33814e-06 2.03738e-06
3 2.37337e-06 1.30543e-06 2.16622e-06
4 2.51581e-06 1.28449e-06 2.2466e-06
5 2.61184e-06 1.27448e-06 2.29789e-06
6 2.68209e-06 1.27268e-06 2.34211e-06
7 2.7406e-06 1.27687e-06 2.37382e-06
8 2.79319e-06 1.28342e-06 2.40415e-06
9 2.83763e-06 1.2918e-06 2.42641e-06
10 2.87329e-06 1.2997e-06 2.44743e-06
11 2.90283e-06 1.3062e-06 2.46282e-06
12 2.93291e-06 1.31092e-06 2.47943e-06
13 2.96136e-06 1.31297e-06 2.48935e-06
14 2.98589e-06 1.31251e-06 2.50298e-06
15 3.0037e-06 1.30947e-06 2.51042e-06
16 3.02163e-06 1.30381e-06 2.51669e-06
17 3.04029e-06 1.29559e-06 2.52133e-06
18 3.05602e-06 1.28526e-06 2.52333e-06
19 3.06531e-06 1.27341e-06 2.52708e-06
20 3.07717e-06 1.25898e-06 2.52448e-06
21 3.08917e-06 1.24332e-06 2.52776e-06
22 3.09792e-06 1.22681e-06 2.52084e-06
23 3.10393e-06 1.20965e-06 2.52073e-06
24 3.10579e-06 1.1904e-06 2.51333e-06
25 3.11039e-06 1.17127e-06 2.50959e-06
26 3.11757e-06 1.15217e-06 2.50371e-06
27 3.1204e-06 1.13246e-06 2.49802e-06
28 3.11692e-06 1.11164e-06 2.48476e-06
29 3.11374e-06 1.08128e-06 2.47541e-06
30 3.11432e-06 1.05742e-06 2.46079e-06
31 3.11261e-06 1.0336e-06 2.452e-06
32 3.1087e-06 1.01074e-06 2.43714e-06
33 3.10198e-06 9.90104e-07 2.42701e-06
34 3.09696e-06 9.7096e-07 2.40556e-06
35 3.09296e-06 9.51142e-07 2.39188e-06
36 3.08509e-06 9.32937e-07 2.3725e-06
37 3.07451e-06 9.16485e-07 2.35698e-06
38 3.06745e-06 9.28778e-07 2.3418e-06
39 3.06301e-06 8.846e-07 2.32362e-06
40 3.05286e-06 8.69319e-07 2.30074e-06
41 3.039e-06 8.54836e-07 2.28189e-06
42 3.02531e-06 8.41343e-07 2.26156e-06
43 3.01689e-06 8.27398e-07 2.24139e-06
44 3.00812e-06 8.14577e-07 2.22562e-06
45 2.99755e-06 8.02583e-07 2.20427e-06
46 2.9779e-06 7.90666e-07 2.17964e-06
47 2.96225e-06 7.79196e-07 2.15638e-06
48 2.952e-06 7.68342e-07 2.13584e-06
49 2.9391e-06 7.5788e-07 2.11125e-06
50 2.9258e-06 7.47445e-07 2.09676e-06
51 2.90961e-06 7.38239e-07 2.07081e-06
52 2.89203e-06 7.28551e-07 2.04413e-06
53 2.87823e-06 7.19168e-07 2.01844e-06
54 2.86207e-06 7.09941e-07 1.99639e-06
55 2.84297e-06 7.0163e-07 1.97278e-06
56 2.82801e-06 6.92706e-07 1.95588e-06
57 2.81665e-06 6.83964e-07 1.93232e-06
58 2.79877e-06 6.76491e-07 1.9056e-06
59 2.77745e-06 6.68968e-07 1.88036e-06
60 2.75738e-06 6.64707e-07 1.86081e-06
61 1.88501e-05 1.8658e-05 5.60704e-06
62 1.84808e-05 1.84e-05 5.31588e-06
63 1.76384e-05 1.75897e-05 5.03527e-06
64 1.67489e-05 1.67152e-05 4.76153e-06
65 1.58818e-05 1.58568e-05 4.50359e-06
66 1.50554e-05 1.50359e-05 4.26231e-06
67 1.42746e-05 1.42589e-05 4.0362e-06
68 1.35396e-05 1.35267e-05 3.8248e-06
69 1.2849e-05 1.28381e-05 3.62677e-06
70 1.22005e-05 1.21913e-05 3.44139e-06
71 1.15917e-05 1.15838e-05 3.26784e-06
72 1.10201e-05 1.10132e-05 3.10516e-06
73 1.0483e-05 1.04771e-05 2.95255e-06
74 9.97824e-06 9.97304e-06 2.80925e-06
75 9.50361e-06 9.49903e-06 2.67469e-06
76 9.05696e-06 9.05292e-06 2.54815e-06
77 8.63641e-06 8.63284e-06 2.42909e-06
78 8.2402e-06 8.23703e-06 2.31702e-06
79 7.86663e-06 7.86381e-06 2.21139e-06
80 7.51422e-06 7.51171e-06 2.11182e-06
81 7.18152e-06 7.17928e-06 2.01785e-06
82 6.86724e-06 6.86525e-06 1.92913e-06
83 6.57016e-06 6.56839e-06 1.8453e-06
84 6.28918e-06 6.2876e-06 1.76604e-06
85 6.02324e-06 6.02184e-06 1.69105e-06
86 5.7714e-06 5.77017e-06 1.62006e-06
87 5.53274e-06 5.53166e-06 1.55281e-06
