0,4.8469e-10
0.0091536,0.00029352
0.018307,0.00058692
0.027461,0.00088019
0.036614,0.0011733
0.045768,0.0017134
0.054922,0.0024018
0.064075,0.0031503
0.073229,0.0039319
0.082382,0.0049115
0.091536,0.0060281
0.10069,0.0072152
0.10984,0.0084479
0.119,0.0098516
0.12815,0.011381
0.1373,0.012983
0.14646,0.014635
0.15561,0.016437
0.16476,0.018352
0.17392,0.020336
0.18307,0.022371
0.19223,0.024534
0.20138,0.026798
0.21053,0.029125
0.21969,0.031499
0.22884,0.033982
0.23799,0.03655
0.24715,0.039174
0.2563,0.041839
0.26545,0.044591
0.27461,0.047414
0.28376,0.050281
0.29292,0.053182
0.30207,0.056151
0.31122,0.059172
0.32038,0.062228
0.32953,0.065309
0.33868,0.068436
0.34784,0.071597
0.35699,0.07478
0.36614,0.077981
0.3753,0.081204
0.38445,0.084446
0.3936,0.087696
0.40276,0.090952
0.41191,0.094212
0.42107,0.097471
0.43022,0.10073
0.43937,0.10398
0.44853,0.10721
0.45768,0.11043
0.46683,0.11363
0.47599,0.11682
0.48514,0.11996
0.49429,0.12308
0.50345,0.12617
0.5126,0.12923
0.52176,0.13223
0.53091,0.13519
0.54006,0.13811
0.54922,0.14099
0.55837,0.1438
0.56752,0.14655
0.57668,0.14925
0.58583,0.1519
0.59498,0.15447
0.60414,0.15696
0.61329,0.1594
0.62244,0.16178
0.6316,0.16406
0.64075,0.16626
0.64991,0.16839
0.65906,0.17046
0.66821,0.17242
0.67737,0.17429
0.68652,0.17608
0.69567,0.17781
0.70483,0.17942
0.71398,0.18094
0.72313,0.18237
0.73229,0.18373
0.74144,0.18498
0.75059,0.18612
0.75975,0.18718
0.7689,0.18816
0.77806,0.18902
0.78721,0.18978
0.79636,0.19045
0.80552,0.19104
0.81467,0.19152
0.82382,0.19189
0.83298,0.19217
0.84213,0.19238
0.85128,0.19247
0.86044,0.19245
0.86959,0.19235
0.87875,0.19218
0.8879,0.19189
0.89705,0.19151
0.90621,0.19104
0.91536,0.1905
0.92451,0.18985
0.93367,0.18911
0.94282,0.18829
0.95197,0.1874
0.96113,0.18642
0.97028,0.18535
0.97943,0.1842
0.98859,0.18299
0.99774,0.1817
1.0069,0.18032
1.016,0.17888
1.0252,0.17738
1.0344,0.17581
1.0435,0.17416
