Data from SVO Filter Profile Services
http://svo2.cab.inta-csic.es/theory/fps/index.php?id=Gemini/GPI.H&&mode=browse&gname=Gemini&gname2=GPI#filter

14558.0 0.0000000000
14560.0 0.0007328034
14562.0 0.0009749869
14564.0 0.0003944265
14566.0 0.0006298221
14568.0 0.0010229640
14570.0 0.0003983879
14572.0 0.0009818347
14574.0 0.0005357605
14576.0 0.0005243660
14578.0 0.0005009961
14580.0 0.0002455179
14582.0 0.0014482646
14584.0 0.0009932019
14586.0 0.0019510371
14588.0 0.0002005132
14590.0 0.0010209066
14592.0 0.0025179542
14594.0 0.0001190327
14596.0 0.0016045407
14598.0 0.0012707845
14600.0 0.0013065864
14602.0 0.0016302385
14604.0 0.0021139171
14606.0 0.0028008190
14608.0 0.0018958949
14610.0 0.0022296330
14612.0 0.0015481368
14614.0 0.0036545354
14616.0 0.0020443136
14618.0 0.0027793122
14620.0 0.0019080462
14622.0 0.0028535188
14624.0 0.0022605660
14626.0 0.0026981237
14628.0 0.0020099902
14630.0 0.0036921746
14632.0 0.0035131492
14634.0 0.0032204823
14636.0 0.0046228710
14638.0 0.0033288320
14640.0 0.0032800170
14642.0 0.0054302400
14644.0 0.0037308120
14646.0 0.0045158872
14648.0 0.0048496010
14650.0 0.0052469740
14652.0 0.0033506157
14654.0 0.0049483010
14656.0 0.0055635422
14658.0 0.0046813830
14660.0 0.0052122120
14662.0 0.0047888020
14664.0 0.0053643943
14666.0 0.0046896090
14668.0 0.0051353127
14670.0 0.0046944840
14672.0 0.0062154850
14674.0 0.0051579406
14676.0 0.0041899327
14678.0 0.0044021294
14680.0 0.0064005470
14682.0 0.0046721185
14684.0 0.0042926194
14686.0 0.0048424006
14688.0 0.0049692374
14690.0 0.0049368170
14692.0 0.0052143503
14694.0 0.0038877120
14696.0 0.0042993810
14698.0 0.0050328635
14700.0 0.0043251365
14702.0 0.0046003377
14704.0 0.0044067900
14706.0 0.0039018882
14708.0 0.0049476820
14710.0 0.0049545895
14712.0 0.0043378044
14714.0 0.0050600590
14716.0 0.0040241780
14718.0 0.0049081790
14720.0 0.0042763925
14722.0 0.0053322750
14724.0 0.0040549620
14726.0 0.0051334198
14728.0 0.0040202690
14730.0 0.0037968130
14732.0 0.0045673735
14734.0 0.0033570070
14736.0 0.0040839105
14738.0 0.0056949380
14740.0 0.0051317285
14742.0 0.0050866213
14744.0 0.0048434404
14746.0 0.0056479270
14748.0 0.0044760850
14750.0 0.0051830680
14752.0 0.0042425970
14754.0 0.0041670270
14756.0 0.0042961403
14758.0 0.0057786380
14760.0 0.0051126354
14762.0 0.0054203110
14764.0 0.0036729820
14766.0 0.0056049805
14768.0 0.0051599806
14770.0 0.0052997028
14772.0 0.0052281455
14774.0 0.0064834940
14776.0 0.0056736880
14778.0 0.0057803183
14780.0 0.0059349390
14782.0 0.0063459630
14784.0 0.0077689010
14786.0 0.0066809910
14788.0 0.0077854227
14790.0 0.0052525490
14792.0 0.0055714500
14794.0 0.0071893716
14796.0 0.0065291950
14798.0 0.0085797710
14800.0 0.0086540330
14802.0 0.0094663570
14804.0 0.0093812100
14806.0 0.0073213590
14808.0 0.0090386190
14810.0 0.0082852150
14812.0 0.0084335190
14814.0 0.0107248700
14816.0 0.0108132060
14818.0 0.0104941090
14820.0 0.0106115100
14822.0 0.0112255800
14824.0 0.0107834260
14826.0 0.0120568460
14828.0 0.0120780240
14830.0 0.0135792100
14832.0 0.0138713345
14834.0 0.0143616510
14836.0 0.0149308100
14838.0 0.0161208600
14840.0 0.0149200310
14842.0 0.0169766230
14844.0 0.0170853210
14846.0 0.0186634790
14848.0 0.0195348820
14850.0 0.0207046380
14852.0 0.0201718640
14854.0 0.0230192430
14856.0 0.0234543570
14858.0 0.0238865500
14860.0 0.0254231910
14862.0 0.0268789940
14864.0 0.0289551900
14866.0 0.0292705190
14868.0 0.0313003770
14870.0 0.0348185450
14872.0 0.0353739200
14874.0 0.0374970470
14876.0 0.0404952130
14878.0 0.0419553400
14880.0 0.0438121780
14882.0 0.0467631930
14884.0 0.0529971700
14886.0 0.0527731370
14888.0 0.0566314270
14890.0 0.0603137650
14892.0 0.0635469560
14894.0 0.0655226700
14896.0 0.0727187250
14898.0 0.0752581360
14900.0 0.0831767000
14902.0 0.0897782100
14904.0 0.0960333650
14906.0 0.1006741200
14908.0 0.1104686000
14910.0 0.1152188400
14912.0 0.1227520200
14914.0 0.1271890800
14916.0 0.1479834500
14918.0 0.1569344000
14920.0 0.1709600000
14922.0 0.1829815400
14924.0 0.1968130900
14926.0 0.2101613300
14928.0 0.2245746100
14930.0 0.2429843000
14932.0 0.2606707000
14934.0 0.2785071400
14936.0 0.3160307700
14938.0 0.3241781000
14940.0 0.3419492800
14942.0 0.3650124000
14944.0 0.3896132700
14946.0 0.4153902000
14948.0 0.4366697700
14950.0 0.4433974000
14952.0 0.4872962800
14954.0 0.5286357400
14956.0 0.5349576000
14958.0 0.5570131000
14960.0 0.5809668000
14962.0 0.6021327400
14964.0 0.6254126400
14966.0 0.6285536000
14968.0 0.6615385400
14970.0 0.6852171400
14972.0 0.6902287000
14974.0 0.7011060000
14976.0 0.7122323000
14978.0 0.7201779000
14980.0 0.7253631400
14982.0 0.7314365500
14984.0 0.7312155400
14986.0 0.7364339000
14988.0 0.7374338500
14990.0 0.7363485700
14992.0 0.7355520000
14994.0 0.7329731600
14996.0 0.7312816400
14998.0 0.7276053400
15000.0 0.7254485500
15002.0 0.7198369000
15004.0 0.7181878000
15006.0 0.7117063400
15008.0 0.7093996400
15010.0 0.7074899000
15012.0 0.7051192000
15014.0 0.7010001500
15016.0 0.6992301300
15018.0 0.6977286300
15020.0 0.6959880600
15022.0 0.6944530600
15024.0 0.6921822000
15026.0 0.6920991000
15028.0 0.6921971000
15030.0 0.6924060600
15032.0 0.6915214000
