!  STARS, BROWN DWARFS, AND GAS GIANT PLANETS COLORS
!  
!  E(B-V) =     0.000
!     A_V =     0.000
!
!  "MAGNITUDES" m AT THE STELLAR SURFACE
!  (distance modulus factor not included)
!
!  ABSOLUTE MAGNITUDES: M_m = m - 5logR(pc) + 5
!
! Type of calibration used: Vega
! Using recent Calspec Alpha Lyrea STIS spectrum:
! ftp://ftp.stsci.edu/cdbs/current_calspec/
!
! Unless mentioned otherwise below, we calculate:
! Pogson magnitudes resulting from photon count integration (caracteristic of CCDs)
!
!  MKO filter system
!
!        Teff    Logg   [M/H]   [a/H]             J           H          Ks          L'          M'
      5000.00    2.50    0.00    0.00       -39.194     -39.633     -39.711     -39.766     -39.685
      5000.00    3.00    0.00    0.00       -39.202     -39.650     -39.726     -39.777     -39.689
      5000.00    3.00   -0.50    0.20       -39.181     -39.635     -39.712     -39.768     -39.711
      5000.00    3.00   -1.00    0.40       -39.168     -39.640     -39.716     -39.763     -39.710
      5000.00    3.50    0.00    0.00       -39.204     -39.658     -39.734     -39.781     -39.702
      5000.00    3.50   -0.50    0.20       -39.185     -39.644     -39.721     -39.774     -39.724
      5000.00    4.00    0.00    0.00       -39.209     -39.667     -39.742     -39.784     -39.709
      5000.00    4.00   -0.50    0.20       -39.190     -39.652     -39.730     -39.779     -39.731
      5000.00    4.50    0.00    0.00       -39.211     -39.674     -39.749     -39.787     -39.714
      5000.00    4.50   -0.50    0.20       -39.193     -39.662     -39.740     -39.782     -39.729
      5000.00    4.50   -1.00    0.40       -39.176     -39.653     -39.734     -39.776     -39.738
      5000.00    4.50   -1.50    0.40       -39.171     -39.611     -39.707     -39.778     -39.768
      5000.00    4.50   -2.00    0.40       -39.161     -39.584     -39.690     -39.776     -39.785
      5000.00    4.50   -2.50    0.40       -39.146     -39.556     -39.670     -39.770     -39.796
      5000.00    5.00    0.00    0.00       -39.215     -39.682     -39.756     -39.790     -39.719
      5000.00    5.00    0.00    0.20       -39.217     -39.679     -39.753     -39.788     -39.723
      5000.00    5.00    0.50    0.00       -39.243     -39.678     -39.759     -39.798     -39.708
      5000.00    5.00   -0.50    0.20       -39.197     -39.667     -39.746     -39.785     -39.734
      5000.00    5.00   -1.00    0.40       -39.184     -39.642     -39.729     -39.782     -39.752
      5000.00    5.00   -1.50    0.40       -39.171     -39.619     -39.716     -39.780     -39.765
      5000.00    5.00   -2.00    0.40       -39.162     -39.577     -39.686     -39.778     -39.790
      5000.00    5.00   -2.50    0.40       -39.146     -39.544     -39.662     -39.771     -39.800
      5000.00    5.50    0.00    0.00       -39.221     -39.686     -39.763     -39.794     -39.722
      5000.00    5.50    0.00    0.20       -39.222     -39.685     -39.761     -39.791     -39.728
      5000.00    5.50    0.50    0.00       -39.248     -39.686     -39.768     -39.802     -39.712
      5000.00    5.50   -0.50    0.20       -39.203     -39.671     -39.752     -39.788     -39.738
      5000.00    5.50   -1.00    0.40       -39.189     -39.645     -39.733     -39.784     -39.756
      5000.00    5.50   -1.50    0.40       -39.176     -39.611     -39.711     -39.783     -39.775
      5000.00    5.50   -2.00    0.40       -39.166     -39.567     -39.680     -39.780     -39.797
      5000.00    5.50   -2.50    0.40       -39.146     -39.529     -39.652     -39.772     -39.804
      5000.00    6.00   -0.50    0.20       -39.210     -39.661     -39.747     -39.793     -39.753
      5000.00    6.00   -1.00    0.40       -39.197     -39.637     -39.730     -39.789     -39.770
      5100.00    2.00    0.00    0.00       -39.258     -39.661     -39.735     -39.791     -39.683
      5100.00    2.00   -1.00    0.40       -39.211     -39.631     -39.706     -39.768     -39.719
      5100.00    2.50    0.00    0.00       -39.248     -39.666     -39.739     -39.789     -39.716
      5100.00    3.00    0.00    0.00       -39.256     -39.682     -39.753     -39.800     -39.719
      5100.00    3.00   -0.50    0.20       -39.234     -39.667     -39.739     -39.791     -39.741
      5100.00    3.50    0.00    0.00       -39.259     -39.690     -39.761     -39.804     -39.731
      5100.00    3.50   -0.50    0.20       -39.239     -39.675     -39.748     -39.797     -39.752
      5100.00    4.00    0.00    0.00       -39.262     -39.698     -39.768     -39.808     -39.738
      5100.00    4.00   -0.50    0.20       -39.243     -39.681     -39.755     -39.802     -39.760
      5100.00    4.50    0.00    0.00       -39.265     -39.705     -39.775     -39.810     -39.743
      5100.00    4.50   -0.50    0.20       -39.247     -39.693     -39.766     -39.806     -39.757
      5100.00    4.50   -1.00    0.40       -39.229     -39.678     -39.757     -39.800     -39.766
      5100.00    4.50   -2.00    0.40       -39.211     -39.616     -39.716     -39.799     -39.813
      5100.00    4.50   -2.50    0.40       -39.196     -39.594     -39.700     -39.793     -39.819
      5100.00    5.00    0.00    0.00       -39.270     -39.708     -39.781     -39.815     -39.748
      5100.00    5.00    0.00    0.20       -39.271     -39.708     -39.779     -39.811     -39.751
      5100.00    5.00   -0.50    0.20       -39.251     -39.697     -39.772     -39.809     -39.762
      5100.00    5.00   -1.00    0.40       -39.236     -39.676     -39.757     -39.805     -39.775
      5100.00    5.00   -1.50    0.40       -39.224     -39.652     -39.743     -39.804     -39.792
      5100.00    5.00   -2.00    0.40       -39.214     -39.613     -39.715     -39.802     -39.817
      5100.00    5.00   -2.50    0.40       -39.197     -39.585     -39.695     -39.796     -39.823
      5100.00    5.50    0.00    0.00       -39.276     -39.714     -39.788     -39.819     -39.753
      5100.00    5.50    0.00    0.20       -39.276     -39.715     -39.787     -39.815     -39.755
      5100.00    5.50   -0.50    0.20       -39.256     -39.699     -39.776     -39.813     -39.767
      5100.00    5.50   -1.00    0.40       -39.245     -39.673     -39.757     -39.811     -39.790
      5100.00    6.00   -0.50    0.20       -39.267     -39.696     -39.776     -39.819     -39.782
      5100.00    6.00   -1.00    0.40       -39.250     -39.674     -39.760     -39.814     -39.795
      5200.00    2.00    0.00    0.00       -39.310     -39.693     -39.762     -39.814     -39.718
      5200.00    2.50    0.00    0.00       -39.307     -39.703     -39.771     -39.817     -39.740
      5200.00    3.00    0.00    0.00       -39.309     -39.712     -39.779     -39.823     -39.749
      5200.00    3.00   -0.50    0.20       -39.285     -39.697     -39.765     -39.813     -39.770
      5200.00    3.50    0.00    0.00       -39.311     -39.720     -39.787     -39.826     -39.760
      5200.00    3.50   -0.50    0.20       -39.291     -39.707     -39.775     -39.820     -39.780
      5200.00    4.00    0.00    0.00       -39.315     -39.728     -39.794     -39.830     -39.766
      5200.00    4.00   -0.50    0.20       -39.294     -39.711     -39.781     -39.825     -39.787
      5200.00    4.50    0.00    0.00       -39.318     -39.735     -39.800     -39.833     -39.772
      5200.00    4.50   -0.50    0.20       -39.299     -39.724     -39.792     -39.828     -39.784
      5200.00    4.50   -1.00    0.40       -39.282     -39.709     -39.783     -39.824     -39.793
      5200.00    4.50   -2.00    0.40       -39.262     -39.652     -39.745     -39.823     -39.838
      5200.00    4.50   -2.50    0.40       -39.245     -39.632     -39.730     -39.816     -39.840
      5200.00    5.00    0.00    0.00       -39.322     -39.739     -39.807     -39.837     -39.777
      5200.00    5.00    0.00    0.20       -39.323     -39.738     -39.804     -39.834     -39.778
      5200.00    5.00   -0.50    0.20       -39.303     -39.726     -39.797     -39.832     -39.789
      5200.00    5.00   -1.00    0.40       -39.289     -39.704     -39.781     -39.829     -39.805
      5200.00    5.00   -1.50    0.40       -39.275     -39.682     -39.768     -39.827     -39.820
      5200.00    5.00   -2.00    0.40       -39.265     -39.649     -39.745     -39.826     -39.842
      5200.00    5.00   -2.50    0.40       -39.246     -39.623     -39.726     -39.818     -39.845
      5200.00    5.50    0.00    0.00       -39.328     -39.745     -39.814     -39.842     -39.781
      5200.00    5.50    0.00    0.20       -39.328     -39.744     -39.811     -39.838     -39.783
      5200.00    5.50   -0.50    0.20       -39.308     -39.729     -39.801     -39.836     -39.794
      5200.00    5.50   -1.00    0.40       -39.296     -39.703     -39.783     -39.834     -39.817
      5200.00    6.00   -0.50    0.20       -39.318     -39.726     -39.801     -39.843     -39.810
      5200.00    6.00   -1.00    0.40       -39.301     -39.704     -39.785     -39.837     -39.822
      5300.00    2.00    0.00    0.00       -39.359     -39.722     -39.788     -39.835     -39.752
      5300.00    2.50    0.00    0.00       -39.357     -39.732     -39.797     -39.839     -39.771
      5300.00    3.00    0.00    0.00       -39.359     -39.742     -39.805     -39.844     -39.779
      5300.00    3.00   -0.50    0.20       -39.336     -39.727     -39.792     -39.837     -39.800
      5300.00    3.50    0.00    0.00       -39.361     -39.750     -39.812     -39.848     -39.789
      5300.00    3.50   -0.50    0.20       -39.341     -39.737     -39.801     -39.842     -39.807
      5300.00    4.00    0.00    0.00       -39.368     -39.754     -39.818     -39.855     -39.799
      5300.00    4.00   -0.50    0.20       -39.345     -39.742     -39.807     -39.847     -39.813
      5300.00    4.50    0.00    0.00       -39.368     -39.764     -39.825     -39.855     -39.799
      5300.00    4.50   -0.50    0.20       -39.349     -39.752     -39.817     -39.851     -39.811
      5300.00    4.50   -1.00    0.40       -39.332     -39.738     -39.808     -39.846     -39.820
      5300.00    4.50   -2.00    0.40       -39.309     -39.686     -39.773     -39.844     -39.861
      5300.00    4.50   -2.50    0.40       -39.292     -39.668     -39.759     -39.837     -39.860
      5300.00    5.00    0.00    0.00       -39.372     -39.767     -39.831     -39.860     -39.804
      5300.00    5.00    0.00    0.20       -39.372     -39.767     -39.829     -39.856     -39.804
      5300.00    5.00   -0.50    0.20       -39.352     -39.757     -39.822     -39.853     -39.815
      5300.00    5.00   -1.00    0.40       -39.337     -39.735     -39.807     -39.851     -39.831
      5300.00    5.00   -1.50    0.40       -39.324     -39.713     -39.794     -39.850     -39.846
      5300.00    5.00   -2.00    0.40       -39.312     -39.682     -39.772     -39.847     -39.866
      5300.00    5.00   -2.50    0.40       -39.294     -39.660     -39.756     -39.841     -39.865
      5300.00    5.50    0.00    0.00       -39.378     -39.773     -39.838     -39.864     -39.808
      5300.00    5.50    0.00    0.20       -39.377     -39.772     -39.835     -39.860     -39.809
      5300.00    5.50   -0.50    0.20       -39.357     -39.756     -39.824     -39.859     -39.822
      5300.00    5.50   -1.00    0.40       -39.344     -39.733     -39.808     -39.857     -39.842
      5300.00    6.00   -0.50    0.20       -39.367     -39.754     -39.825     -39.866     -39.838
      5300.00    6.00   -1.00    0.40       -39.349     -39.734     -39.810     -39.860     -39.848
      5400.00    2.00    0.00    0.00       -39.407     -39.749     -39.813     -39.857     -39.786
      5400.00    2.00   -1.00    0.40       -39.359     -39.720     -39.784     -39.834     -39.810
      5400.00    2.50    0.00    0.00       -39.405     -39.760     -39.822     -39.861     -39.801
      5400.00    3.00    0.00    0.00       -39.407     -39.770     -39.830     -39.866     -39.808
      5400.00    3.00   -0.50    0.20       -39.383     -39.755     -39.817     -39.858     -39.828
      5400.00    3.50    0.00    0.00       -39.409     -39.778     -39.837     -39.869     -39.816
      5400.00    3.50   -0.50    0.20       -39.388     -39.765     -39.826     -39.864     -39.832
      5400.00    4.00    0.00    0.00       -39.413     -39.786     -39.843     -39.874     -39.821
      5400.00    4.00   -0.50    0.20       -39.393     -39.770     -39.832     -39.870     -39.839
      5400.00    4.50    0.00    0.00       -39.416     -39.790     -39.849     -39.878     -39.827
      5400.00    4.50   -0.50    0.20       -39.396     -39.781     -39.841     -39.872     -39.836
      5400.00    4.50   -1.00    0.40       -39.379     -39.767     -39.832     -39.868     -39.846
      5400.00    4.50   -2.00    0.40       -39.355     -39.719     -39.800     -39.865     -39.883
      5400.00    4.50   -2.50    0.40       -39.339     -39.704     -39.788     -39.859     -39.880
      5400.00    5.00    0.00    0.00       -39.421     -39.796     -39.856     -39.882     -39.831
      5400.00    5.00    0.00    0.20       -39.421     -39.794     -39.853     -39.878     -39.831
      5400.00    5.00   -0.50    0.20       -39.401     -39.781     -39.844     -39.877     -39.844
      5400.00    5.00   -1.00    0.40       -39.385     -39.764     -39.832     -39.873     -39.855
      5400.00    5.00   -1.50    0.40       -39.371     -39.742     -39.819     -39.872     -39.872
      5400.00    5.00   -2.00    0.40       -39.356     -39.713     -39.797     -39.868     -39.888
      5400.00    5.00   -2.50    0.40       -39.339     -39.696     -39.784     -39.862     -39.885
      5400.00    5.50    0.00    0.00       -39.427     -39.802     -39.863     -39.886     -39.836
      5400.00    5.50    0.00    0.20       -39.426     -39.800     -39.860     -39.882     -39.836
      5400.00    5.50   -0.50    0.20       -39.406     -39.784     -39.848     -39.881     -39.849
      5400.00    5.50   -1.00    0.40       -39.391     -39.763     -39.833     -39.879     -39.866
      5400.00    6.00   -0.50    0.20       -39.414     -39.782     -39.849     -39.888     -39.865
      5400.00    6.00   -1.00    0.40       -39.395     -39.762     -39.834     -39.882     -39.873
      5500.00    2.00    0.00    0.00       -39.453     -39.775     -39.837     -39.878     -39.819
      5500.00    2.50    0.00    0.00       -39.451     -39.787     -39.846     -39.882     -39.831
      5500.00    3.00    0.00    0.00       -39.453     -39.797     -39.854     -39.887     -39.836
      5500.00    3.00   -0.50    0.20       -39.428     -39.783     -39.841     -39.878     -39.856
      5500.00    3.50    0.00    0.00       -39.455     -39.806     -39.861     -39.890     -39.844
      5500.00    3.50   -0.50    0.20       -39.434     -39.793     -39.850     -39.885     -39.860
      5500.00    4.00    0.00    0.00       -39.462     -39.812     -39.867     -39.897     -39.854
      5500.00    4.00   -0.50    0.20       -39.438     -39.798     -39.856     -39.891     -39.865
      5500.00    4.50    0.00    0.00       -39.462     -39.818     -39.874     -39.899     -39.853
      5500.00    4.50   -0.50    0.20       -39.442     -39.807     -39.864     -39.894     -39.864
      5500.00    4.50   -1.00    0.40       -39.425     -39.795     -39.856     -39.889     -39.872
      5500.00    4.50   -2.00    0.40       -39.398     -39.751     -39.825     -39.885     -39.903
      5500.00    4.50   -2.50    0.40       -39.381     -39.735     -39.813     -39.878     -39.898
      5500.00    5.00    0.00    0.00       -39.467     -39.825     -39.880     -39.902     -39.858
      5500.00    5.00    0.00    0.20       -39.468     -39.823     -39.877     -39.899     -39.857
      5500.00    5.00   -0.50    0.20       -39.447     -39.810     -39.868     -39.898     -39.869
      5500.00    5.00   -1.00    0.40       -39.430     -39.789     -39.853     -39.895     -39.884
      5500.00    5.00   -1.50    0.40       -39.415     -39.770     -39.842     -39.893     -39.898
      5500.00    5.00   -2.00    0.40       -39.399     -39.744     -39.822     -39.888     -39.907
      5500.00    5.00   -2.50    0.40       -39.383     -39.729     -39.811     -39.882     -39.903
      5500.00    5.50    0.00    0.00       -39.473     -39.829     -39.886     -39.908     -39.863
      5500.00    5.50    0.00    0.20       -39.473     -39.827     -39.883     -39.904     -39.861
      5500.00    5.50   -0.50    0.20       -39.452     -39.812     -39.872     -39.903     -39.874
      5500.00    5.50   -1.00    0.40       -39.435     -39.788     -39.854     -39.900     -39.894
      5500.00    6.00   -0.50    0.20       -39.460     -39.810     -39.873     -39.910     -39.890
      5500.00    6.00   -1.00    0.40       -39.440     -39.789     -39.857     -39.904     -39.900
      5600.00    2.00    0.00    0.00       -39.496     -39.800     -39.860     -39.897     -39.852
      5600.00    2.00   -1.00    0.40       -39.449     -39.775     -39.832     -39.876     -39.866
      5600.00    2.50    0.00    0.00       -39.496     -39.814     -39.870     -39.902     -39.860
      5600.00    3.00    0.00    0.00       -39.499     -39.824     -39.879     -39.908     -39.864
      5600.00    3.00   -0.50    0.20       -39.473     -39.811     -39.866     -39.899     -39.883
      5600.00    3.50    0.00    0.00       -39.500     -39.833     -39.885     -39.911     -39.871
      5600.00    3.50   -0.50    0.20       -39.477     -39.819     -39.873     -39.905     -39.886
      5600.00    4.00    0.00    0.00       -39.505     -39.840     -39.892     -39.916     -39.875
      5600.00    4.00   -0.50    0.20       -39.484     -39.827     -39.881     -39.912     -39.891
      5600.00    4.50    0.00    0.00       -39.508     -39.846     -39.897     -39.920     -39.879
      5600.00    4.50   -0.50    0.20       -39.487     -39.834     -39.887     -39.915     -39.891
      5600.00    4.50   -1.00    0.40       -39.469     -39.822     -39.879     -39.910     -39.896
      5600.00    4.50   -2.00    0.40       -39.441     -39.782     -39.851     -39.905     -39.923
      5600.00    4.50   -2.50    0.40       -39.426     -39.770     -39.842     -39.898     -39.916
      5600.00    5.00    0.00    0.00       -39.512     -39.852     -39.904     -39.923     -39.883
      5600.00    5.00    0.00    0.20       -39.513     -39.850     -39.900     -39.920     -39.882
      5600.00    5.00   -0.50    0.20       -39.495     -39.832     -39.889     -39.924     -39.905
      5600.00    5.00   -1.00    0.40       -39.473     -39.816     -39.877     -39.916     -39.907
      5600.00    5.00   -1.50    0.40       -39.459     -39.799     -39.866     -39.914     -39.921
      5600.00    5.00   -2.00    0.40       -39.441     -39.775     -39.847     -39.907     -39.926
      5600.00    5.00   -2.50    0.40       -39.427     -39.763     -39.839     -39.902     -39.922
      5600.00    5.50    0.00    0.00       -39.518     -39.856     -39.909     -39.929     -39.889
      5600.00    5.50    0.00    0.20       -39.518     -39.856     -39.907     -39.924     -39.886
      5600.00    5.50   -0.50    0.20       -39.496     -39.839     -39.896     -39.924     -39.899
      5600.00    5.50   -1.00    0.40       -39.480     -39.818     -39.880     -39.922     -39.917
      5600.00    6.00   -0.50    0.20       -39.504     -39.837     -39.896     -39.931     -39.915
      5600.00    6.00   -1.00    0.40       -39.484     -39.819     -39.882     -39.925     -39.922
      5700.00    2.00    0.00    0.00       -39.538     -39.825     -39.882     -39.917     -39.884
      5700.00    2.50    0.00    0.00       -39.540     -39.839     -39.893     -39.923     -39.889
      5700.00    3.00    0.00    0.00       -39.542     -39.850     -39.902     -39.928     -39.892
      5700.00    3.00   -0.50    0.20       -39.516     -39.837     -39.889     -39.919     -39.908
      5700.00    3.50    0.00    0.00       -39.544     -39.860     -39.909     -39.932     -39.897
      5700.00    3.50   -0.50    0.20       -39.522     -39.847     -39.898     -39.926     -39.912
      5700.00    4.00    0.00    0.00       -39.551     -39.865     -39.915     -39.939     -39.908
      5700.00    4.00   -0.50    0.20       -39.526     -39.854     -39.904     -39.932     -39.916
      5700.00    4.50    0.00    0.00       -39.555     -39.872     -39.921     -39.944     -39.913
      5700.00    4.50   -0.50    0.20       -39.530     -39.862     -39.911     -39.935     -39.914
      5700.00    4.50   -1.00    0.40       -39.512     -39.849     -39.902     -39.930     -39.921
      5700.00    4.50   -2.00    0.40       -39.482     -39.812     -39.875     -39.924     -39.940
      5700.00    4.50   -2.50    0.40       -39.467     -39.800     -39.865     -39.916     -39.934
      5700.00    5.00    0.00    0.00       -39.555     -39.879     -39.927     -39.944     -39.908
      5700.00    5.00    0.00    0.20       -39.557     -39.876     -39.923     -39.941     -39.906
      5700.00    5.00   -0.50    0.20       -39.534     -39.864     -39.915     -39.940     -39.920
      5700.00    5.00   -1.00    0.40       -39.516     -39.844     -39.901     -39.937     -39.932
      5700.00    5.00   -1.50    0.40       -39.500     -39.827     -39.889     -39.934     -39.943
      5700.00    5.00   -2.00    0.40       -39.483     -39.805     -39.872     -39.928     -39.946
      5700.00    5.00   -2.50    0.40       -39.469     -39.795     -39.864     -39.922     -39.940
      5700.00    5.50    0.00    0.00       -39.561     -39.882     -39.933     -39.950     -39.914
      5700.00    5.50    0.00    0.20       -39.561     -39.881     -39.930     -39.946     -39.911
      5700.00    5.50   -0.50    0.20       -39.539     -39.865     -39.918     -39.945     -39.925
      5700.00    5.50   -1.00    0.40       -39.522     -39.844     -39.903     -39.943     -39.941
      5700.00    6.00   -0.50    0.20       -39.544     -39.861     -39.917     -39.952     -39.941
      5700.00    6.00   -1.00    0.40       -39.526     -39.846     -39.905     -39.946     -39.946
      5800.00    2.00    0.00    0.00       -39.578     -39.848     -39.902     -39.935     -39.914
      5800.00    2.50    0.00    0.00       -39.581     -39.863     -39.914     -39.942     -39.918
      5800.00    2.50   -1.00    0.40       -39.540     -39.842     -39.892     -39.926     -39.929
      5800.00    3.00    0.00    0.00       -39.584     -39.875     -39.924     -39.948     -39.920
      5800.00    3.00   -0.50    0.20       -39.560     -39.864     -39.912     -39.939     -39.934
      5800.00    3.50    0.00    0.00       -39.587     -39.885     -39.932     -39.952     -39.923
      5800.00    3.50   -0.50    0.20       -39.565     -39.873     -39.921     -39.947     -39.939
      5800.00    4.00    0.00    0.00       -39.592     -39.891     -39.937     -39.959     -39.934
      5800.00    4.00   -0.50    0.20       -39.568     -39.880     -39.927     -39.952     -39.940
      5800.00    4.50    0.00    0.00       -39.597     -39.898     -39.943     -39.964     -39.938
      5800.00    4.50   -0.50    0.20       -39.573     -39.883     -39.931     -39.958     -39.947
      5800.00    4.50   -1.00    0.40       -39.553     -39.875     -39.924     -39.950     -39.945
      5800.00    4.50   -2.00    0.40       -39.522     -39.841     -39.898     -39.942     -39.958
      5800.00    4.50   -2.50    0.40       -39.508     -39.831     -39.890     -39.935     -39.951
      5800.00    5.00    0.00    0.00       -39.597     -39.903     -39.949     -39.966     -39.935
      5800.00    5.00    0.00    0.20       -39.599     -39.900     -39.946     -39.964     -39.932
      5800.00    5.00   -0.50    0.20       -39.575     -39.890     -39.937     -39.960     -39.944
      5800.00    5.00   -1.00    0.40       -39.557     -39.871     -39.923     -39.957     -39.955
      5800.00    5.00   -1.50    0.40       -39.541     -39.854     -39.912     -39.953     -39.963
      5800.00    5.00   -2.00    0.40       -39.523     -39.835     -39.897     -39.947     -39.963
      5800.00    5.00   -2.50    0.40       -39.509     -39.825     -39.889     -39.940     -39.957
      5800.00    5.50    0.00    0.00       -39.603     -39.909     -39.955     -39.970     -39.938
      5800.00    5.50    0.00    0.20       -39.603     -39.907     -39.952     -39.966     -39.935
      5800.00    5.50   -0.50    0.20       -39.580     -39.889     -39.939     -39.966     -39.952
      5800.00    5.50   -1.00    0.40       -39.562     -39.872     -39.926     -39.962     -39.963
      5800.00    6.00   -0.50    0.20       -39.584     -39.886     -39.938     -39.973     -39.966
      5800.00    6.00   -1.00    0.40       -39.566     -39.870     -39.926     -39.967     -39.971
      5900.00    2.00    0.00    0.00       -39.616     -39.870     -39.922     -39.954     -39.941
      5900.00    2.50    0.00    0.00       -39.620     -39.884     -39.934     -39.960     -39.943
      5900.00    3.00    0.00    0.00       -39.625     -39.898     -39.946     -39.968     -39.947
      5900.00    3.00   -0.50    0.20       -39.599     -39.888     -39.933     -39.957     -39.957
      5900.00    3.50    0.00    0.00       -39.627     -39.909     -39.954     -39.972     -39.949
      5900.00    3.50   -0.50    0.20       -39.605     -39.899     -39.943     -39.965     -39.962
      5900.00    4.00    0.00    0.00       -39.632     -39.917     -39.960     -39.978     -39.957
      5900.00    4.00   -0.50    0.20       -39.608     -39.906     -39.950     -39.970     -39.964
      5900.00    4.50    0.00    0.00       -39.634     -39.923     -39.966     -39.981     -39.955
      5900.00    4.50   -0.50    0.20       -39.612     -39.911     -39.955     -39.976     -39.965
      5900.00    4.50   -1.00    0.40       -39.593     -39.901     -39.946     -39.969     -39.969
      5900.00    4.50   -2.00    0.40       -39.561     -39.868     -39.920     -39.960     -39.975
      5900.00    4.50   -2.50    0.40       -39.547     -39.859     -39.913     -39.953     -39.968
      5900.00    5.00    0.00    0.00       -39.638     -39.928     -39.971     -39.986     -39.960
      5900.00    5.00    0.00    0.20       -39.640     -39.926     -39.968     -39.984     -39.958
      5900.00    5.00   -0.50    0.20       -39.615     -39.914     -39.959     -39.980     -39.969
      5900.00    5.00   -1.00    0.40       -39.597     -39.897     -39.945     -39.976     -39.978
      5900.00    5.00   -1.50    0.40       -39.579     -39.881     -39.934     -39.972     -39.983
      5900.00    5.00   -2.00    0.40       -39.560     -39.863     -39.919     -39.964     -39.979
      5900.00    5.00   -2.50    0.40       -39.548     -39.854     -39.912     -39.959     -39.974
      5900.00    5.50    0.00    0.00       -39.643     -39.934     -39.977     -39.990     -39.963
      5900.00    5.50    0.00    0.20       -39.644     -39.931     -39.974     -39.988     -39.961
      5900.00    5.50   -0.50    0.20       -39.620     -39.915     -39.961     -39.986     -39.976
      5900.00    5.50   -1.00    0.40       -39.602     -39.898     -39.948     -39.982     -39.986
      5900.00    6.00   -0.50    0.20       -39.622     -39.911     -39.960     -39.992     -39.989
      5900.00    6.00   -1.00    0.40       -39.605     -39.896     -39.948     -39.987     -39.993
      6000.00    2.00    0.00    0.00       -39.654     -39.893     -39.944     -39.972     -39.966
      6000.00    2.00   -1.00    0.40       -39.596     -39.872     -39.913     -39.937     -39.933
      6000.00    2.50    0.00    0.00       -39.660     -39.909     -39.957     -39.981     -39.971
      6000.00    2.50   -1.00    0.40       -39.616     -39.890     -39.934     -39.959     -39.967
      6000.00    3.00    0.00    0.00       -39.664     -39.922     -39.968     -39.987     -39.973
      6000.00    3.00   -0.50    0.20       -39.639     -39.912     -39.954     -39.974     -39.978
      6000.00    3.50    0.00    0.00       -39.667     -39.934     -39.976     -39.990     -39.975
      6000.00    3.50   -0.50    0.20       -39.644     -39.924     -39.965     -39.983     -39.983
      6000.00    4.00    0.00    0.00       -39.670     -39.943     -39.983     -39.994     -39.977
      6000.00    4.00   -0.50    0.20       -39.647     -39.932     -39.971     -39.989     -39.985
      6000.00    4.50    0.00    0.00       -39.673     -39.949     -39.988     -40.000     -39.979
      6000.00    4.50   -0.50    0.20       -39.650     -39.936     -39.976     -39.995     -39.989
      6000.00    4.50   -1.00    0.40       -39.631     -39.925     -39.967     -39.987     -39.991
      6000.00    4.50   -2.00    0.40       -39.599     -39.896     -39.943     -39.978     -39.992
      6000.00    4.50   -2.50    0.40       -39.584     -39.884     -39.933     -39.970     -39.985
      6000.00    5.00    0.00    0.00       -39.677     -39.954     -39.993     -40.004     -39.983
      6000.00    5.00    0.00    0.20       -39.678     -39.951     -39.990     -40.002     -39.981
      6000.00    5.00   -0.50    0.20       -39.654     -39.939     -39.980     -40.000     -39.992
      6000.00    5.00   -1.00    0.40       -39.635     -39.922     -39.967     -39.995     -39.999
      6000.00    5.00   -1.50    0.40       -39.616     -39.907     -39.955     -39.989     -40.000
      6000.00    5.00   -2.00    0.40       -39.600     -39.891     -39.942     -39.983     -39.998
      6000.00    5.00   -2.50    0.40       -39.583     -39.878     -39.932     -39.975     -39.991
      6000.00    5.50    0.00    0.00       -39.683     -39.958     -39.998     -40.011     -39.989
      6000.00    5.50    0.00    0.20       -39.684     -39.956     -39.996     -40.008     -39.986
      6000.00    5.50   -0.50    0.20       -39.659     -39.939     -39.982     -40.006     -40.000
      6000.00    5.50   -1.00    0.40       -39.639     -39.923     -39.970     -40.001     -40.007
      6000.00    6.00   -0.50    0.20       -39.661     -39.936     -39.981     -40.012     -40.012
      6000.00    6.00   -1.00    0.40       -39.642     -39.920     -39.969     -40.006     -40.015
      6100.00    2.00    0.00    0.00       -39.689     -39.917     -39.961     -39.983     -39.985
      6100.00    2.50    0.00    0.00       -39.697     -39.935     -39.978     -39.994     -39.992
      6100.00    2.50   -1.00    0.40       -39.652     -39.913     -39.953     -39.974     -39.985
      6100.00    3.00    0.00    0.00       -39.702     -39.947     -39.988     -40.002     -39.994
      6100.00    3.00   -0.50    0.20       -39.680     -39.938     -39.978     -39.996     -39.980
      6100.00    3.50    0.00    0.00       -39.705     -39.957     -39.997     -40.008     -39.998
      6100.00    3.50   -0.50    0.20       -39.684     -39.946     -39.986     -40.005     -39.989
      6100.00    4.00    0.00    0.00       -39.708     -39.967     -40.004     -40.013     -40.000
      6100.00    4.00   -0.50    0.20       -39.689     -39.953     -39.993     -40.012     -40.002
      6100.00    4.50    0.00    0.00       -39.711     -39.973     -40.009     -40.019     -40.004
      6100.00    4.50   -0.50    0.20       -39.688     -39.961     -39.998     -40.014     -40.006
      6100.00    4.50   -1.00    0.40       -39.668     -39.949     -39.987     -40.005     -40.011
      6100.00    4.50   -2.00    0.40       -39.635     -39.921     -39.964     -39.995     -40.008
      6100.00    4.50   -2.50    0.40       -39.619     -39.909     -39.954     -39.987     -40.001
      6100.00    5.00    0.00    0.00       -39.715     -39.978     -40.015     -40.024     -40.008
