 #atmflag =           -2 , [M/H] = 0.00, clear
 #Conversion factor  L_{Jupiter} = 8.710e-10 x L_{Sun} with L_{Sun} = 3.846e+33 erg/s
 #1:log(Age/yr), 2:Mass/Mearth, 3:Radius/Rjupiter, 4:Luminosity/Ljupiter, 5:Teff/K, 6:logg/cgs, 7:NACOJ, 8:NACOH, 9:NACOKs, 10:NACOLp, 11:NACOMp, 12:CousinsR, 13:CousinsI, 14:WISE1, 15:WISE2, 16:WISE3, 17:WISE4, 18:F115W, 19:F150W, 20:F200W, 21:F277W, 22:F356W, 23:F444W, 24:F560W, 25:F770W, 26:F1000W, 27:F1280W, 28:F1500W, 29:F1800W, 30:F2100W, 31:F2550W, 32:VISIRB87, 33:VISIRSiC, 34:SPHEREY, 35:SPHEREJ, 36:SPHEREH, 37:SPHEREKs, 38:SPHEREJ2, 39:SPHEREJ3, 40:SPHEREH2, 41:SPHEREH3, 42:SPHEREK1, 43:SPHEREK2
         6.0       318.0       1.230    6268.487     785.688       3.215       15.83       16.33       15.84       14.03       12.18       25.00       20.85       15.71       12.36       11.19       10.70       15.84       16.61       16.20       16.22       15.11       12.56       12.98       12.85       11.24       10.80       10.72       10.68       10.70       10.68       11.75       10.88       16.07       15.82       16.23       15.87       17.54       14.70       15.15       18.53       15.17       19.05
         6.1       318.0       1.221    5472.986     762.082       3.221       15.99       16.51       16.05       14.15       12.26       25.24       21.04       15.86       12.45       11.30       10.76       16.00       16.80       16.42       16.43       15.23       12.65       13.12       12.97       11.36       10.91       10.81       10.74       10.76       10.75       11.86       11.00       16.24       15.99       16.40       16.07       17.82       14.84       15.31       18.81       15.37       19.29
         6.2       318.0       1.212    4706.962     736.567       3.227       16.18       16.71       16.30       14.28       12.35       25.50       21.26       16.03       12.55       11.43       10.83       16.19       17.00       16.68       16.66       15.37       12.75       13.27       13.11       11.51       11.05       10.91       10.81       10.83       10.82       11.98       11.15       16.44       16.17       16.60       16.31       18.14       15.00       15.49       19.10       15.60       19.55
         6.3       318.0       1.203    3985.569     709.259       3.234       16.39       16.93       16.57       14.42       12.45       25.78       21.50       16.22       12.65       11.58       10.91       16.39       17.23       16.96       16.93       15.52       12.87       13.44       13.27       11.67       11.20       11.02       10.90       10.91       10.90       12.13       11.31       16.66       16.38       16.83       16.57       18.50       15.18       15.68       19.40       15.86       19.85
         6.4       318.0       1.194    3318.750     680.203       3.241       16.62       17.18       16.86       14.58       12.57       26.09       21.78       16.43       12.77       11.73       11.00       16.62       17.49       17.26       17.21       15.69       12.99       13.62       13.44       11.85       11.37       11.14       10.98       11.00       10.99       12.30       11.49       16.90       16.61       17.08       16.85       18.90       15.38       15.90       19.71       16.14       20.17
         6.5       318.0       1.184    2718.827     649.730       3.248       16.88       17.46       17.20       14.75       12.69       26.42       22.09       16.66       12.91       11.90       11.09       16.88       17.77       17.61       17.54       15.87       13.13       13.82       13.63       12.05       11.55       11.27       11.08       11.09       11.08       12.48       11.68       17.18       16.87       17.36       17.17       19.33       15.61       16.15       20.05       16.46       20.54
         6.6       318.0       1.175    2196.139     618.452       3.255       17.17       17.77       17.58       14.94       12.83       26.78       22.43       16.91       13.06       12.09       11.18       17.16       18.09       18.01       17.91       16.08       13.29       14.04       13.83       12.27       11.75       11.41       11.18       11.19       11.18       12.67       11.88       17.48       17.16       17.67       17.54       19.81       15.86       16.42       20.43       16.82       20.95
         6.7       318.0       1.165    1757.143     587.268       3.262       17.48       18.11       18.02       15.15       12.99       27.13       22.80       17.18       13.23       12.27       11.28       17.47       18.43       18.45       18.30       16.30       13.46       14.27       14.03       12.49       11.95       11.55       11.29       11.29       11.27       12.87       12.09       17.81       17.47       18.01       17.96       20.31       16.14       16.72       20.83       17.23       21.40
         6.8       318.0       1.156    1393.708     556.416       3.269       17.81       18.47       18.50       15.38       13.16       27.47       23.19       17.47       13.41       12.44       11.37       17.80       18.79       18.94       18.72       16.53       13.64       14.50       14.23       12.70       12.15       11.68       11.39       11.38       11.36       13.07       12.28       18.18       17.81       18.37       18.42       20.82       16.45       17.03       21.27       17.68       21.88
         6.9       318.0       1.147    1092.460     525.584       3.275       18.19       18.87       19.04       15.63       13.35       27.80       23.60       17.77       13.60       12.62       11.47       18.18       19.19       19.49       19.19       16.80       13.85       14.75       14.44       12.93       12.35       11.82       11.51       11.49       11.46       13.27       12.48       18.58       18.18       18.77       18.95       21.36       16.80       17.38       21.75       18.20       22.42
